"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)",Phosphorus
102.6,855,0.007,0.31,4.5,0.29742200000000135
134.6,240,0.002,0.45,4.2,0.30165200000000164
74.0,110,0.007,0.4,4.5,0.30732900000000124
110.4,200,0.004,0.48,10.3,0.47188399999999503
112.0,110,0.005,0.46,3.0,0.2819490000000006
123.0,245,0.006,0.39,8.8,0.4744999999999946
113.3,285,0.005,0.88,107.0,0.4747109999999958
110.3,130,0.063,0.64,10.2,0.4798659999999943
124.0,160,0.013,0.73,10.9,0.46673499999999535
210.7,500,0.017,0.39,2.7,0.26456400000000047
111.0,220,0.011,0.56,9.8,0.4810459999999942
119.0,280,0.034,0.59,5.9,0.44701599999999464
158.0,315,0.013,0.38,6.1,0.4476849999999956
121.0,150,0.015,0.26,3.8,0.25296600000000236
107.7,350,0.014,0.825,90.5,0.4737369999999957
133.1,290,0.007,0.55,4.7,0.34630999999999906
123.5,140,0.006,0.42,9.2,0.4747429999999946
156.0,280,0.003,0.35,11.4,0.44564599999999677
109.0,420,0.055,1.93,45.7,0.5213519999999975
124.0,180,0.014,0.52,4.4,0.3389499999999993
154.9,310,0.006,0.61,51.2,0.4734189999999957
104.3,215,0.004,0.51,3.6,0.3066470000000006
86.8,290,0.009,0.54,16.0,0.4728989999999958
151.1,475,0.005,0.18,4.4,0.28085300000000213
110.1,195,0.036,1.16,27.5,0.4978539999999959
112.0,160,0.024,0.91,34.3,0.4857579999999955
122.4,215,0.025,0.59,19.1,0.4734189999999957
110.4,210,0.007,0.4,3.8,0.28111600000000225
122.0,180,0.004,0.39,2.9,0.2761150000000007
141.9,300,0.022,0.45,7.3,0.4603559999999945
109.6,125,0.26,4.72,7.4,1.2855119999999964
132.4,460,0.005,0.4,8.6,0.4743949999999946
115.8,170,0.012,0.65,32.9,0.4736589999999957
106.0,215,0.004,0.42,5.5,0.43013999999999564
122.2,150,0.018,0.48,2.3,0.21959999999999782
150.3,365,0.003,0.38,7.8,0.4593939999999946
117.7,195,0.011,0.51,3.6,0.30670000000000064
103.4,390,0.02,0.62,26.9,0.4734189999999957
78.0,165,0.011,0.52,1.9,0.25965899999999753
120.0,490,0.023,0.68,6.3,0.45825499999999486
104.8,395,0.032,2.99,2.2,0.37945099999999876
109.9,150,0.012,0.55,38.6,0.47329899999999575
91.0,420,0.009,0.49,1.1,0.16731399999999993
135.6,400,0.014,0.56,8.5,0.4779459999999941
154.8,95,0.006,1.77,15.6,0.5106119999999973
120.2,120,0.015,0.4,4.1,0.2898310000000022
101.1,310,0.005,0.28,16.0,0.46620599999999635
134.3,200,0.004,0.3,8.6,0.4731829999999947
163.7,230,0.008,0.42,3.4,0.2876190000000018
105.4,320,0.075,1.52,6.5,0.4946089999999974
107.1,190,0.004,0.73,39.7,0.4736589999999957
103.2,150,0.027,0.74,19.0,0.4736589999999957
128.7,135,0.009,0.69,12.2,0.4527629999999961
175.3,130,0.015,0.59,3.9,0.32445000000000007
152.7,190,0.005,0.33,9.2,0.4740069999999946
136.8,230,0.018,0.8,14.7,0.4736589999999957
111.7,255,0.011,0.21,2.4,0.15957700000000025
130.8,230,0.009,0.34,1.4,0.18538599999999963
95.0,265,0.032,0.59,19.1,0.4734189999999957
114.0,170,0.011,0.35,2.0,0.20658999999999828
121.6,275,0.009,0.34,12.0,0.44550299999999676
121.4,155,0.014,0.74,37.2,0.4736589999999957
116.3,130,0.087,1.88,143.0,0.5115949999999972
98.5,160,0.008,0.33,2.5,0.22178799999999915
115.0,150,0.074,1.06,16.7,0.4922389999999959
130.6,460,0.019,0.34,2.8,0.2695870000000005
83.4,125,0.012,0.95,11.7,0.4654189999999961
118.7,120,0.037,0.88,46.4,0.4747109999999958
120.2,280,0.006,0.26,9.9,0.4728769999999947
98.0,140,0.006,0.39,6.8,0.4595849999999952
122.0,250,0.009,0.45,4.5,0.31042500000000106
135.4,900,0.02,0.84,2.6,0.32597599999999854
196.0,160,0.016,0.62,3.4,0.32710399999999923
112.7,305,0.019,0.3,4.6,0.2961660000000013
147.9,190,0.058,0.73,178.0,0.47366699999999573
112.0,250,0.085,0.84,7.5,0.467141999999994
139.5,240,0.01,0.5,3.4,0.30058300000000077
133.0,350,0.003,0.29,4.8,0.29820100000000127
112.2,370,0.007,0.57,34.8,0.47340099999999574
107.0,150,0.003,0.37,49.7,0.4668169999999963
121.0,390,0.033,0.62,9.2,0.48182299999999406
-99.0,245,0.014,0.86,17.2,0.5113739999999977
98.8,320,0.006,0.26,46.4,0.46620599999999635
124.0,160,0.002,0.27,2.0,0.17340899999999992
122.0,160,0.011,0.45,8.9,0.4751749999999946
118.7,230,0.004,0.48,1.9,0.21332999999999813
106.0,270,0.04,0.93,133.0,0.48580099999999554
106.4,160,0.012,0.49,3.5,0.2936730000000012
109.0,340,0.009,0.54,5.5,0.43774799999999464
122.0,175,0.009,0.4,13.7,0.46728799999999626
134.0,200,0.05,0.44,8.2,0.4595419999999945
91.0,555,0.017,0.54,4.3,0.33533099999999955
115.0,160,0.035,0.82,19.8,0.4735489999999957
102.0,245,0.038,0.8,11.6,0.4527629999999961
104.3,405,0.005,0.29,5.9,0.43864299999999556
104.0,380,0.006,0.25,2.7,0.22008600000000084
150.9,290,0.005,0.41,22.1,0.46728799999999626
125.5,240,0.034,0.679,2.0,0.2859249999999973
-99.0,310,0.012,0.71,3.2,0.3091199999999995
138.2,140,0.011,0.07,2.5,0.12767599999999937
104.1,150,0.009,0.8,15.8,0.4736589999999957
95.0,110,0.016,0.49,6.7,0.459808999999995
118.3,310,0.009,0.48,8.2,0.46304299999999415
102.0,130,0.004,0.39,12.6,0.46798199999999623
123.3,1100,0.027,4.67,2310.0,1.2915920000000012
125.0,115,0.011,0.5,23.7,0.4717559999999958
112.6,305,0.024,0.56,21.9,0.47329899999999575
134.0,170,0.049,1.13,7.9,0.4909689999999943
114.4,385,0.011,0.65,1.0,0.27066099999999776
112.5,145,0.007,0.46,5.0,0.3769409999999993
116.0,420,0.016,0.51,6.4,0.456421999999995
153.3,165,0.009,0.49,4.1,0.2972720000000015
97.1,280,0.016,0.44,14.4,0.46734399999999626
137.0,320,0.006,0.54,3.2,0.3265859999999992
81.0,270,0.008,1.4,93.2,0.501953999999996
171.0,380,0.001,0.55,11.7,0.45240299999999617
87.0,100,0.006,0.59,26.5,0.4734189999999957
119.6,400,0.06,0.62,4.8,0.34672099999999884
103.0,190,0.005,0.45,5.6,0.4319599999999956
171.5,300,0.052,1.08,9.2,0.5033359999999942
107.7,580,0.042,0.53,11.6,0.45200299999999616
119.0,165,0.008,0.4,1.9,0.20748899999999837
94.0,380,0.061,25.0,803.0,1.3144940000000045
146.6,455,0.007,0.34,3.9,0.2814660000000024
72.0,180,0.002,0.69,54.8,0.4736589999999957
117.3,270,0.012,0.42,3.9,0.2830960000000024
142.7,310,0.056,1.44,9.5,0.5149999999999954
145.8,790,0.006,0.82,7.8,0.46697799999999406
107.0,180,0.006,0.44,3.8,0.28397000000000217
120.2,230,0.019,0.83,20.5,0.4737369999999957
142.9,260,0.014,0.51,3.2,0.3068049999999999
103.0,330,0.019,0.83,8.8,0.48229799999999395
101.6,220,0.01,0.95,30.4,0.48608899999999555
129.7,205,0.015,0.55,4.4,0.34135199999999916
134.0,150,0.008,0.38,5.2,0.4133949999999972
131.0,355,0.012,0.4,3.6,0.2862980000000019
142.5,355,0.055,0.64,63.7,0.47366699999999573
103.0,155,0.007,0.3,2.4,0.19831699999999955
146.1,310,0.018,0.46,4.6,0.313090000000001
92.0,360,0.008,0.22,29.7,0.46594899999999634
131.5,80,0.011,0.52,5.3,0.4335219999999952
154.1,225,0.009,0.42,6.8,0.4595849999999952
80.8,160,0.012,0.64,15.9,0.4736589999999957
116.0,360,0.094,0.76,4.8,0.34952399999999856
125.6,260,0.004,0.24,9.2,0.4732769999999946
86.8,150,0.004,0.59,6.7,0.4626119999999948
120.1,220,0.016,0.62,25.2,0.4734189999999957
121.1,110,0.105,1.58,11.0,0.4830669999999975
114.7,140,0.018,0.46,12.0,0.4469749999999967
113.0,300,0.044,0.8,17.5,0.4736589999999957
106.8,330,0.01,0.5,10.7,0.4699809999999951
97.0,110,0.013,0.44,9.2,0.4747989999999946
106.0,360,0.001,0.55,4.3,0.3364399999999996
118.0,210,0.245,3.6,17.1,1.2469000000000015
101.0,230,0.033,0.55,22.4,0.47329899999999575
121.0,490,0.008,0.27,2.7,0.22579700000000083
87.6,130,0.005,0.47,4.7,0.3209290000000006
128.6,130,0.005,0.64,23.4,0.4736589999999957
109.0,510,0.067,17.8,97.1,1.3144940000000045
200.0,185,0.012,0.3,2.0,0.18476299999999926
101.9,200,0.012,0.38,5.9,0.4394499999999955
105.0,210,0.006,0.34,5.8,0.4394969999999955
95.5,370,0.053,1.55,227.0,0.5057659999999969
113.0,130,0.001,0.44,5.4,0.43108099999999566
143.0,240,0.009,0.73,12.7,0.47435299999999575
107.0,200,0.009,0.5,2.3,0.22922399999999787
145.7,210,0.071,1.13,10.9,0.4872979999999956
108.2,275,0.02,0.44,5.9,0.4402679999999955
101.8,260,0.014,0.24,40.7,0.46594899999999634
130.9,160,0.001,0.41,4.9,0.3727479999999994
130.8,220,0.01,0.89,10.0,0.494915999999994
113.0,320,0.015,0.67,27.0,0.4736589999999957
189.0,350,0.009,0.67,13.0,0.4736589999999957
108.4,700,0.004,0.37,5.7,0.43124699999999566
120.4,190,0.01,0.52,19.8,0.4728989999999958
146.3,155,0.004,0.56,4.3,0.3373969999999996
123.4,180,0.01,0.58,10.0,0.4811479999999942
119.0,115,0.018,0.32,2.9,0.2649450000000007
133.5,200,0.014,0.18,11.0,0.44092399999999726
108.0,240,0.012,0.51,3.9,0.3019390000000012
118.7,410,0.011,0.34,3.0,0.278028000000001
117.1,240,0.047,0.54,123.0,0.4728989999999958
113.4,210,0.012,0.37,5.3,0.4249929999999962
128.4,330,0.008,0.38,3.5,0.28616200000000186
103.0,180,0.004,0.45,3.4,0.2897840000000016
130.5,310,0.066,0.82,80.9,0.4735289999999957
92.5,120,0.075,1.22,54.0,0.5008409999999958
112.6,350,0.01,0.68,88.9,0.4736589999999957
148.0,130,0.027,0.38,4.4,0.30590100000000126
120.8,120,0.003,0.96,20.4,0.49057099999999587
121.4,320,0.021,0.76,7.8,0.46708799999999406
114.2,225,0.032,0.88,21.6,0.4747109999999958
152.0,285,0.018,0.41,3.3,0.2867470000000013
111.0,460,0.022,0.6,10.6,0.471923999999995
118.0,280,0.172,1.59,25.1,0.5053039999999972
114.5,410,0.062,0.83,18.8,0.4737369999999957
139.2,340,0.008,0.5,7.2,0.46530499999999475
109.0,250,0.016,0.74,28.1,0.4736589999999957
106.9,810,0.012,0.6,18.1,0.4734189999999957
101.0,350,0.004,0.18,10.9,0.45588099999999643
75.0,220,0.015,0.85,17.4,0.4737649999999957
108.0,330,0.193,12.49,14.1,1.2916270000000014
114.6,510,0.032,1.36,198.0,0.501735999999996
106.0,310,0.003,0.33,10.2,0.47179399999999494
188.4,260,0.083,1.07,5.1,0.42944199999999727
98.0,210,0.011,0.43,12.7,0.46798199999999623
137.0,310,0.026,0.63,2.6,0.3078209999999988
110.7,200,0.015,0.65,62.7,0.4736589999999957
116.0,240,0.019,0.57,11.1,0.4525049999999961
168.2,220,0.013,0.24,8.1,0.4580119999999946
114.1,180,0.017,0.77,31.4,0.4736589999999957
145.71,150,0.093,1.4,10.8,0.4958079999999957
101.4,240,0.019,0.72,40.7,0.4736589999999957
119.0,100,0.003,0.39,3.6,0.2865010000000018
105.9,320,0.007,0.44,62.6,0.46734399999999626
147.0,255,0.014,0.52,2.2,0.26121099999999753
131.7,460,0.006,0.26,4.0,0.2536150000000025
152.4,275,0.004,0.37,1.8,0.20695699999999878
123.0,165,0.006,0.41,3.1,0.2849160000000012
121.5,220,0.043,1.05,57.0,0.4917959999999959
109.3,310,0.007,0.43,0.9,0.15748800000000046
147.2,450,0.027,0.55,10.0,0.4810459999999942
143.7,140,0.001,0.4,4.1,0.28977800000000226
54.0,320,0.003,0.38,5.3,0.4249559999999962
115.5,180,0.006,0.58,4.4,0.34261599999999914
79.0,135,0.005,0.32,2.2,0.19488399999999872
114.4,285,0.003,0.23,8.6,0.4729289999999947
118.1,385,0.031,0.54,10.1,0.48064599999999424
114.3,260,0.018,0.61,9.1,0.4817579999999941
108.9,270,0.006,0.8,8.4,0.4691819999999939
126.1,150,0.017,0.81,7.2,0.46755199999999475
134.6,680,0.004,0.41,1.8,0.2073669999999987
145.6,130,0.002,0.43,1.8,0.21029299999999854
118.0,210,0.005,0.63,6.4,0.4583499999999949
137.4,50,0.023,0.68,26.2,0.4736589999999957
117.0,480,0.027,0.79,5.7,0.4410449999999946
124.0,160,0.01,0.97,15.3,0.49057099999999587
113.0,140,0.011,0.56,35.3,0.47329899999999575
154.5,150,0.019,0.78,10.8,0.46673499999999535
134.9,400,0.044,0.71,5.5,0.4389399999999945
105.8,435,0.079,2.6,392.0,0.585216999999999
106.7,160,0.017,0.49,14.1,0.4710659999999959
103.6,190,0.006,0.27,4.9,0.3676029999999996
126.3,180,0.011,0.82,22.2,0.4735489999999957
142.0,300,0.009,0.45,5.1,0.38251099999999877
99.8,300,0.294,0.44,4.0,0.2832440000000019
90.0,125,0.009,0.44,6.9,0.46038899999999516
79.8,120,0.014,0.25,3.2,0.2555730000000018
125.5,365,0.055,0.59,25.3,0.4734269999999957
89.5,370,0.066,1.41,16.0,0.501953999999996
121.4,300,0.001,0.35,5.4,0.4302779999999957
124.5,110,0.014,0.31,57.0,0.4662029999999963
118.8,220,0.014,0.5,39.7,0.4717559999999958
117.3,360,0.007,0.55,7.6,0.4668499999999941
110.0,120,0.008,0.83,44.3,0.4737369999999957
110.0,340,0.018,0.67,8.3,0.4664669999999939
104.5,190,0.066,0.67,2.3,0.2887159999999975
104.2,120,0.003,0.55,6.0,0.45452499999999507
152.0,200,0.01,0.63,2.9,0.31885899999999867
121.8,305,0.007,0.43,4.8,0.31558200000000103
109.0,160,0.006,0.41,11.0,0.4448219999999967
140.0,330,0.021,0.61,4.8,0.34702099999999886
100.0,145,0.013,0.52,1.4,0.23442099999999777
160.7,190,0.02,0.84,2.2,0.3079349999999978
116.0,200,0.004,0.43,3.4,0.2877490000000018
188.4,145,0.011,0.95,11.3,0.4654189999999961
107.5,330,0.004,0.42,7.2,0.46048299999999515
132.7,250,0.004,0.37,9.8,0.4734879999999947
130.8,220,0.003,0.28,2.2,0.17943299999999968
155.0,210,0.018,0.82,10.2,0.4797759999999943
90.4,145,0.004,0.43,55.7,0.46728799999999626
86.0,170,0.094,5.14,330.0,1.2915920000000012
115.1,150,0.041,0.67,7.7,0.4671199999999941
103.0,100,0.003,0.31,4.7,0.30475100000000127
121.3,220,0.042,0.59,12.0,0.4525229999999961
109.5,170,0.012,0.4,3.5,0.2857400000000019
151.4,390,0.022,0.56,15.2,0.47329899999999575
90.3,280,0.016,0.58,11.4,0.4525049999999961
111.3,230,0.038,0.39,3.6,0.28691700000000186
109.0,200,0.039,0.79,4.6,0.3470979999999987
105.7,255,0.005,0.46,1.7,0.2066819999999989
118.5,140,0.005,0.35,4.4,0.30670700000000134
229.3,250,0.01,0.5,20.7,0.4717559999999958
116.8,60,0.061,0.84,84.0,0.4737369999999957
122.7,220,0.002,0.38,1.8,0.2069349999999988
151.7,350,0.011,0.34,1.7,0.19918799999999912
129.4,590,0.017,0.71,31.3,0.4736589999999957
115.0,150,0.055,1.57,18.4,0.5047839999999971
132.1,285,0.036,0.49,2.5,0.230975999999999
97.6,575,0.004,1.02,195.0,0.4906839999999959
118.0,320,0.005,0.62,65.2,0.4734189999999957
114.3,255,0.006,0.43,4.7,0.315529000000001
113.2,240,0.056,0.38,4.9,0.37210999999999944
145.9,160,0.008,0.65,11.1,0.4527629999999961
141.0,225,0.012,0.49,8.2,0.46304299999999415
137.5,370,0.018,0.66,6.3,0.45825499999999486
139.4,275,0.024,0.99,2.0,0.336484999999998
108.2,200,0.028,0.55,2.2,0.2848799999999975
92.5,135,0.007,0.44,22.6,0.46734399999999626
117.1,240,0.001,0.32,30.9,0.4662029999999963
124.2,250,0.038,1.01,32.9,0.4906839999999959
128.0,180,0.013,0.62,41.1,0.4734189999999957
130.2,160,0.009,0.34,6.2,0.4504709999999955
123.0,200,0.004,0.63,58.3,0.4734189999999957
103.9,190,0.012,0.79,54.7,0.4736589999999957
111.0,240,0.021,0.53,3.0,0.31675599999999915
104.1,235,0.003,0.59,6.1,0.455286999999995
139.0,140,0.005,0.92,2.4,0.3350619999999986
121.4,290,0.013,0.19,1.8,0.14299900000000018
101.1,195,0.011,0.58,29.3,0.47340099999999574
117.8,245,0.027,0.67,8.9,0.482761999999994
112.0,195,0.018,0.58,15.4,0.47340099999999574
122.3,490,0.012,0.58,3.1,0.32770799999999917
172.6,195,0.004,0.44,4.3,0.3018270000000017
111.0,190,0.011,0.47,3.8,0.2879820000000019
96.5,210,0.006,0.47,5.5,0.4320579999999953
98.0,240,0.004,0.4,6.7,0.45645999999999537
108.0,195,0.053,1.35,7.2,0.5008669999999957
108.0,260,0.011,0.4,7.1,0.4603329999999952
113.0,310,0.028,1.85,519.0,0.5110599999999972
124.6,460,0.031,0.85,102.0,0.4737649999999957
133.9,150,0.001,0.43,2.0,0.21100999999999803
110.0,190,0.008,0.17,8.1,0.4551989999999952
99.6,235,0.038,1.02,15.5,0.4906839999999959
125.0,290,0.01,0.5,20.0,0.4717559999999958
96.8,500,0.035,1.67,206.0,0.5050789999999972
102.0,190,0.005,0.29,7.1,0.45912399999999526
126.0,350,0.033,0.7,3.9,0.3243039999999998
80.0,240,0.027,1.07,29.6,0.4924649999999959
112.1,300,0.042,0.77,31.8,0.4736589999999957
174.0,130,0.017,0.55,4.1,0.3306899999999998
96.5,260,0.012,0.47,21.2,0.468776999999996
112.8,310,0.025,0.43,3.8,0.28291700000000225
205.6,240,0.064,0.48,9.0,0.4784359999999943
121.5,400,0.011,0.4,8.6,0.4743949999999946
108.0,190,0.006,0.42,2.7,0.2662100000000005
131.5,350,0.026,0.57,5.8,0.4470079999999947
169.2,250,0.033,0.5,3.3,0.30151200000000017
113.0,150,0.006,0.43,2.7,0.2663030000000005
99.0,200,0.014,0.56,6.2,0.45753799999999495
120.5,260,0.02,0.38,6.4,0.45107799999999554
151.4,240,0.117,1.01,2.5,0.3429219999999986
130.6,700,0.015,1.02,83.7,0.4906839999999959
122.0,155,0.04,0.72,5.1,0.39845299999999745
103.0,190,0.006,0.44,1.9,0.21139699999999814
115.0,250,0.005,0.47,10.4,0.46959499999999516
136.6,310,0.013,0.61,1.7,0.28500899999999746
105.0,150,0.004,0.35,2.8,0.2707430000000006
134.0,235,0.008,0.54,5.3,0.43391199999999513
96.0,120,0.011,0.43,4.9,0.3737039999999994
109.2,245,0.036,0.44,19.7,0.46734399999999626
102.0,120,0.019,0.85,10.8,0.4668409999999953
117.2,505,0.014,0.57,141.0,0.47340099999999574
102.4,290,0.007,0.36,1.8,0.20716299999999876
113.0,280,0.003,0.42,5.5,0.43013999999999564
104.0,220,0.009,0.38,12.0,0.4456039999999967
108.0,220,0.416,5.4,61.9,1.2915470000000013
131.5,210,0.009,0.42,5.1,0.38194999999999885
195.1,175,0.01,0.54,5.8,0.44638899999999476
112.4,190,0.004,0.43,10.3,0.46810599999999536
94.0,215,0.013,0.67,5.9,0.4474109999999947
124.0,410,0.005,0.22,9.2,0.4732769999999946
106.9,180,0.015,0.87,26.5,0.4737649999999957
114.9,220,0.001,0.45,3.8,0.2844300000000021
127.8,155,0.022,0.29,1.4,0.15895800000000027
97.6,80,0.002,0.48,185.0,0.4710659999999959
131.3,85,0.005,0.62,3.9,0.32367000000000007
112.5,290,0.024,0.92,11.6,0.4651309999999961
125.2,130,0.011,0.44,5.6,0.43188299999999563
140.3,220,0.008,0.27,5.8,0.43881299999999557
110.0,150,0.009,0.29,1.7,0.17169100000000007
110.2,150,0.006,0.48,1.3,0.19283099999999942
111.3,330,0.054,1.06,263.0,0.4922389999999959
105.0,250,0.36,3.75,17.6,1.2898720000000024
101.1,250,0.013,0.75,26.1,0.4736589999999957
169.2,180,0.017,0.25,4.4,0.2865510000000018
108.3,255,0.002,0.36,5.0,0.3738899999999995
100.7,290,0.009,0.55,3.2,0.32770799999999906
107.1,155,0.019,0.46,13.3,0.4681509999999962
114.15,210,0.002,0.39,1.9,0.20752999999999838
89.7,300,0.005,0.99,35.1,0.4906839999999959
122.0,230,0.012,0.757,16.5,0.4736589999999957
102.0,160,0.002,0.77,9.1,0.482397999999994
98.3,233,0.013,0.54,4.7,0.3457779999999991
86.0,180,0.018,0.55,6.7,0.46249199999999485
117.0,150,0.008,0.41,5.1,0.3812009999999989
118.6,410,0.016,0.6,116.0,0.4734189999999957
130.4,325,0.07,0.98,29.9,0.4905429999999959
143.5,210,0.007,0.36,0.5,0.2142175
98.0,190,0.027,0.41,1.6,0.19960299999999911
135.6,475,0.015,0.51,13.1,0.4717559999999958
119.1,125,0.032,0.9,51.0,0.4854799999999956
101.2,300,0.024,0.36,6.4,0.4511149999999956
110.5,210,0.06,0.36,5.1,0.3811549999999989
116.2,190,0.005,0.41,13.8,0.46728799999999626
124.0,225,0.007,0.34,2.2,0.2071959999999982
120.4,195,0.007,0.4,1.3,0.18819099999999955
120.1,600,0.022,1.8,464.0,0.5108749999999972
134.0,330,0.019,0.75,10.8,0.46673499999999535
111.0,270,0.024,1.49,34.1,0.5036479999999968
100.1,180,0.013,0.44,7.8,0.4600849999999945
113.0,510,0.01,0.59,9.5,0.48116599999999415
111.9,90,0.073,1.5,11.9,0.48275699999999716
112.4,375,0.009,0.6,27.8,0.4734189999999957
130.9,660,0.037,1.24,364.0,0.501400999999996
144.0,270,0.046,0.39,6.4,0.4518399999999955
154.1,200,0.007,0.59,23.2,0.4734189999999957
115.9,155,0.007,0.56,5.8,0.4467889999999948
94.5,200,0.033,0.74,4.0,0.32548999999999984
101.6,170,0.036,0.43,2.5,0.22770099999999902
97.0,180,0.017,1.14,13.5,0.4967159999999959
124.4,330,0.008,0.41,12.1,0.4461119999999967
113.3,320,0.011,0.42,6.9,0.4603329999999952
131.4,425,0.022,0.56,9.1,0.4816379999999941
121.4,650,0.007,0.73,3.6,0.32883099999999915
50.2,335,0.016,0.47,30.6,0.468776999999996
119.0,265,0.012,0.48,6.6,0.45960899999999505
124.2,210,0.006,0.37,3.8,0.2823490000000022
105.5,220,0.009,0.49,2.5,0.23058599999999901
123.3,255,0.061,0.97,3.9,0.36492399999999947
125.4,260,0.007,0.43,2.9,0.2777350000000008
102.0,240,0.027,1.19,118.0,0.49797699999999595
93.0,140,0.013,0.65,51.7,0.4736589999999957
165.0,295,0.021,0.58,3.4,0.3288199999999994
141.6,140,0.002,0.37,3.5,0.28710000000000185
119.4,320,0.036,0.76,71.2,0.4736589999999957
141.3,280,0.052,0.95,4.0,0.3649119999999994
153.8,400,0.08,0.57,6.7,0.4625739999999948
198.0,310,0.087,1.13,6.7,0.4870989999999959
124.1,200,0.001,0.4,7.6,0.46030599999999455
118.7,170,0.005,0.41,7.7,0.46006099999999456
106.0,380,0.013,0.42,1.4,0.19128599999999943
107.4,280,0.037,0.72,29.2,0.4736589999999957
130.0,260,0.068,0.51,22.9,0.47173599999999577
117.4,190,0.004,0.36,2.6,0.24549500000000019
103.8,210,0.009,0.54,3.2,0.32663899999999924
114.4,200,0.008,0.56,155.0,0.47329899999999575
119.7,215,0.001,0.46,8.4,0.4627829999999944
116.0,285,0.052,0.82,323.0,0.4735569999999957
122.7,480,0.011,0.53,2.5,0.2779869999999992
90.6,300,0.064,1.31,137.0,0.501365999999996
103.1,225,0.007,0.51,47.8,0.4717559999999958
117.0,250,0.003,0.47,12.8,0.469470999999996
120.2,270,0.028,0.49,2.3,0.22028899999999782
83.4,215,0.026,0.53,6.4,0.457712999999995
111.2,380,0.011,0.65,12.3,0.4527629999999961
130.3,105,0.005,0.26,2.5,0.18276000000000028
150.5,210,0.006,0.4,4.4,0.30649100000000123
126.0,120,0.031,0.89,36.9,0.4854799999999956
145.0,260,0.14,0.62,2.1,0.28684999999999705
122.7,270,0.036,1.0,73.4,0.4906839999999959
137.8,125,0.014,0.54,3.9,0.32264800000000043
116.5,180,0.008,0.46,3.6,0.29035800000000167
120.5,290,0.014,0.64,8.7,0.482114999999994
133.2,260,0.005,0.37,3.4,0.2873690000000017
116.0,140,0.003,0.3,3.7,0.2661160000000021
100.9,240,0.019,0.55,18.0,0.47329899999999575
96.5,255,0.303,3.3,6.7,1.0425459999999982
121.5,375,0.035,0.6,5.0,0.39195199999999786
129.1,230,0.015,0.79,65.1,0.4736589999999957
185.2,145,0.006,0.51,2.9,0.2960399999999998
111.0,460,0.027,0.82,69.6,0.4735489999999957
108.2,340,0.008,0.19,1.6,0.1358090000000004
120.1,355,0.004,0.41,23.9,0.46728799999999626
165.8,230,0.008,0.75,20.4,0.4736589999999957
117.0,220,0.004,0.46,9.0,0.4755409999999946
102.0,190,0.049,0.86,33.2,0.4737649999999957
109.0,220,0.037,1.38,16.5,0.501735999999996
103.0,140,0.019,1.22,38.6,0.5008409999999958
102.4,275,0.003,0.3,2.8,0.24593500000000085
124.5,190,0.004,0.29,6.5,0.45072799999999547
133.8,380,0.022,0.64,19.9,0.4736589999999957
137.0,320,0.011,0.54,5.9,0.44621899999999476
106.1,350,0.002,0.47,14.1,0.468776999999996
116.0,235,0.011,0.41,16.7,0.46728799999999626
111.7,400,0.001,0.43,3.5,0.28747800000000184
126.3,140,0.003,0.26,4.3,0.2760320000000021
103.7,275,0.019,0.29,8.5,0.4699899999999947
101.0,130,0.013,0.47,2.0,0.21389399999999797
116.0,200,0.019,1.225,34.5,0.501400999999996
111.4,160,0.026,0.93,83.1,0.48580099999999554
134.8,205,0.007,0.41,2.7,0.2643380000000005
109.8,220,0.01,0.45,2.7,0.2677790000000003
103.0,220,0.01,0.44,4.3,0.3018800000000017
160.4,290,0.088,0.71,5.0,0.3921829999999977
83.0,265,0.011,0.84,9.0,0.48247599999999397
123.1,335,0.005,0.36,4.2,0.2994380000000018
106.1,190,0.025,0.46,12.7,0.4688449999999962
89.8,320,0.039,1.0,86.1,0.4906839999999959
127.5,310,0.005,0.43,15.9,0.46728799999999626
104.4,240,0.098,0.41,15.1,0.4672649999999962
100.0,220,0.009,0.52,5.8,0.4462619999999948
92.0,330,0.027,1.53,81.6,0.5032839999999968
125.3,210,0.009,0.4,4.2,0.29859100000000177
112.0,160,0.001,0.29,23.0,0.46620599999999635
152.0,190,0.006,1.01,8.2,0.48616699999999413
107.0,160,0.001,0.925,7.3,0.48106999999999395
149.8,270,0.001,0.36,2.4,0.22363799999999898
121.7,310,0.037,1.1,96.8,0.4924649999999959
96.0,100,0.006,0.38,9.0,0.47404299999999466
146.4,340,0.012,0.38,3.7,0.284757000000002
124.0,220,0.006,0.39,5.8,0.44038199999999544
106.7,152,0.013,0.67,4.1,0.3311339999999993
105.4,600,0.006,0.55,10.9,0.4663749999999954
164.4,200,0.036,0.35,0.6,0.20606550000000035
131.0,510,0.007,0.48,17.6,0.4710659999999959
120.2,260,0.004,0.36,28.2,0.4668169999999963
140.3,220,0.005,0.54,6.3,0.45722299999999494
107.0,255,0.006,0.47,10.1,0.4755749999999944
104.0,420,0.006,0.29,3.4,0.26082700000000186
121.1,405,0.038,2.2,421.0,0.5225579999999979
115.7,175,0.021,0.81,16.4,0.4736589999999957
107.0,180,0.034,0.8,21.5,0.4736589999999957
119.3,220,0.009,0.41,9.8,0.4740859999999946
112.8,220,0.009,0.47,3.6,0.2935680000000014
92.0,180,0.009,0.63,18.4,0.4734189999999957
