"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)",Phosphorus,STATION,LATITUDE,LONGITUDE
114.2,225,0.016,0.88,21.6,0.47,6008300202,43.73686614,-79.62831823
152,285,0.055,0.41,3.3,0.29,6008300202,43.73686614,-79.62831823
111,460,0.012,0.6,10.6,0.47,6008300202,43.73686614,-79.62831823
118,280,0.061,1.59,25.1,0.5,6008300202,43.73686614,-79.62831823
114.5,410,0.067,0.83,18.8,0.47,6008300202,43.73686614,-79.62831823
139.2,340,0.004,0.5,7.2,0.47,6008300202,43.73686614,-79.62831823
109,250,0.003,0.74,28.1,0.47,6008300202,43.73686614,-79.62831823
106.9,810,0.005,0.6,18.1,0.47,6008300202,43.73686614,-79.62831823
101,350,0.003,0.18,10.9,0.46,6008300202,43.73686614,-79.62831823
75,220,0.025,0.85,17.4,0.47,6008300202,43.73686614,-79.62831823
108,330,0.005,12.49,14.1,1.29,6008300202,43.73686614,-79.62831823
114.6,510,0.012,1.36,198,0.5,6008300202,43.73686614,-79.62831823
106,310,0.008,0.33,10.2,0.47,6008300202,43.73686614,-79.62831823
188.4,260,0.055,1.07,5.1,0.43,6008300202,43.73686614,-79.62831823
98,210,0.018,0.43,12.7,0.47,6008300202,43.73686614,-79.62831823
137,310,0.099,0.63,2.6,0.31,6008300202,43.73686614,-79.62831823
110.7,200,0.018,0.65,62.7,0.47,6008300202,43.73686614,-79.62831823
116,240,0.012,0.57,11.1,0.45,6008300202,43.73686614,-79.62831823
168.2,220,0.011,0.24,8.1,0.46,6008300202,43.73686614,-79.62831823
114.1,180,0.013,0.77,31.4,0.47,6008300202,43.73686614,-79.62831823
145.71,150,0.0009,1.4,10.8,0.5,6008300202,43.73686614,-79.62831823
101.4,240,0.006,0.72,40.7,0.47,6008300202,43.73686614,-79.62831823
119,100,0.009,0.39,3.6,0.29,6008300202,43.73686614,-79.62831823
105.9,320,0.017,0.44,62.6,0.47,6008300202,43.73686614,-79.62831823
147,255,0.041,0.52,2.2,0.26,6008300202,43.73686614,-79.62831823
131.7,460,0.027,0.26,4,0.25,6008300202,43.73686614,-79.62831823
152.4,275,0.013,0.37,1.8,0.21,6008300202,43.73686614,-79.62831823
123,165,0.018,0.41,3.1,0.28,6008300202,43.73686614,-79.62831823
121.5,220,0.008,1.05,57,0.49,6008300202,43.73686614,-79.62831823
109.3,310,0.005,0.43,0.9,0.16,6008300202,43.73686614,-79.62831823
147.2,450,0.019,0.55,10,0.48,6008300202,43.73686614,-79.62831823
143.7,140,0.007,0.4,4.1,0.29,6008300202,43.73686614,-79.62831823
54,320,0.032,0.38,5.3,0.42,6008300202,43.73686614,-79.62831823
115.5,180,0.012,0.58,4.4,0.34,6008300202,43.73686614,-79.62831823
79,135,0.006,0.32,2.2,0.19,6008300202,43.73686614,-79.62831823
114.4,285,0.005,0.23,8.6,0.47,6008300202,43.73686614,-79.62831823
118.1,385,0.006,0.54,10.1,0.48,6008300202,43.73686614,-79.62831823
114.3,260,0.003,0.61,9.1,0.48,6008300202,43.73686614,-79.62831823
108.9,270,0.009,0.8,8.4,0.47,6008300202,43.73686614,-79.62831823
126.1,150,0.008,0.81,7.2,0.47,6008300202,43.73686614,-79.62831823
134.6,680,0.049,0.41,1.8,0.21,6008300202,43.73686614,-79.62831823
145.6,130,0.01,0.43,1.8,0.21,6008300202,43.73686614,-79.62831823
118,210,0.009,0.63,6.4,0.46,6008300202,43.73686614,-79.62831823
137.4,50,0.055,0.68,26.2,0.47,6008300202,43.73686614,-79.62831823
117,480,0.008,0.79,5.7,0.44,6008300202,43.73686614,-79.62831823
124,160,0.014,0.97,15.3,0.49,6008300202,43.73686614,-79.62831823
113,140,0.017,0.56,35.3,0.47,6008300202,43.73686614,-79.62831823
154.5,150,0.005,0.78,10.8,0.47,6008300202,43.73686614,-79.62831823
134.9,400,0.032,0.71,5.5,0.44,6008300202,43.73686614,-79.62831823
105.8,435,0.022,2.6,392,0.59,6008300202,43.73686614,-79.62831823
106.7,160,0.014,0.49,14.1,0.47,6008300202,43.73686614,-79.62831823
103.6,190,0.017,0.27,4.9,0.37,6008300202,43.73686614,-79.62831823
126.3,180,0.005,0.82,22.2,0.47,6008300202,43.73686614,-79.62831823
142,300,0.055,0.45,5.1,0.38,6008300202,43.73686614,-79.62831823
99.8,300,0.028,0.44,4,0.28,6008300202,43.73686614,-79.62831823
90,125,0.044,0.44,6.9,0.46,6008300202,43.73686614,-79.62831823
79.8,120,0.035,0.25,3.2,0.26,6008300202,43.73686614,-79.62831823
125.5,365,0.025,0.59,25.3,0.47,6008300202,43.73686614,-79.62831823
89.5,370,0.053,1.41,16,0.5,6008300202,43.73686614,-79.62831823
121.4,300,0.055,0.35,5.4,0.43,6008300202,43.73686614,-79.62831823
124.5,110,0.023,0.31,57,0.47,6008300202,43.73686614,-79.62831823
118.8,220,0.014,0.5,39.7,0.47,6008300202,43.73686614,-79.62831823
117.3,360,0.014,0.55,7.6,0.47,6008300202,43.73686614,-79.62831823
110,120,0.048,0.83,44.3,0.47,6008300202,43.73686614,-79.62831823
110,340,0.053,0.67,8.3,0.47,6008300202,43.73686614,-79.62831823
104.5,190,0.018,0.67,2.3,0.29,6008300202,43.73686614,-79.62831823
104.2,120,0.034,0.55,6,0.45,6008300202,43.73686614,-79.62831823
152,200,0.03,0.63,2.9,0.32,6008300202,43.73686614,-79.62831823
121.8,305,0.011,0.43,4.8,0.32,6008300202,43.73686614,-79.62831823
109,160,0.008,0.41,11,0.44,6008300202,43.73686614,-79.62831823
140,330,0.005,0.61,4.8,0.35,6008300202,43.73686614,-79.62831823
100,145,0.061,0.52,1.4,0.24,6008300202,43.73686614,-79.62831823
160.7,190,0.05,0.84,2.2,0.31,6008300202,43.73686614,-79.62831823
116,200,0.034,0.43,3.4,0.29,6008300202,43.73686614,-79.62831823
188.4,145,0.05,0.95,11.3,0.47,6008300202,43.73686614,-79.62831823
107.5,330,0.039,0.42,7.2,0.46,6008300202,43.73686614,-79.62831823
132.7,250,0.027,0.37,9.8,0.47,6008300202,43.73686614,-79.62831823
130.8,220,0.035,0.28,2.2,0.18,6008300202,43.73686614,-79.62831823
155,210,0.022,0.82,10.2,0.48,6008300202,43.73686614,-79.62831823
90.4,145,0.022,0.43,55.7,0.47,6008300202,43.73686614,-79.62831823
86,170,0.013,5.14,330,1.29,6008300202,43.73686614,-79.62831823
115.1,150,0.009,0.67,7.7,0.47,6008300202,43.73686614,-79.62831823
103,100,0.024,0.31,4.7,0.3,6008300202,43.73686614,-79.62831823
121.3,220,0.022,0.59,12,0.45,6008300202,43.73686614,-79.62831823
109.5,170,0.02,0.4,3.5,0.29,6008300202,43.73686614,-79.62831823
151.4,390,0.063,0.56,15.2,0.47,6008300202,43.73686614,-79.62831823
90.3,280,0.006,0.58,11.4,0.45,6008300202,43.73686614,-79.62831823
111.3,230,0.008,0.39,3.6,0.29,6008300202,43.73686614,-79.62831823
109,200,0.043,0.79,4.6,0.35,6008300202,43.73686614,-79.62831823
105.7,255,0.047,0.46,1.7,0.21,6008300202,43.73686614,-79.62831823
118.5,140,0.024,0.35,4.4,0.31,6008300202,43.73686614,-79.62831823
229.3,250,0.012,0.5,20.7,0.47,6008300202,43.73686614,-79.62831823
116.8,60,0.08,0.84,84,0.47,6008300202,43.73686614,-79.62831823
122.7,220,0.007,0.38,1.8,0.21,6008300202,43.73686614,-79.62831823
151.7,350,0.013,0.34,1.7,0.2,6008300202,43.73686614,-79.62831823
129.4,590,0.014,0.71,31.3,0.47,6008300202,43.73686614,-79.62831823
115,150,0.028,1.57,18.4,0.5,6008300202,43.73686614,-79.62831823
132.1,285,0.033,0.49,2.5,0.23,6008300202,43.73686614,-79.62831823
97.6,575,0.016,1.02,195,0.49,6008300202,43.73686614,-79.62831823
118,320,0.006,0.62,65.2,0.47,6008300202,43.73686614,-79.62831823
114.3,255,0.004,0.43,4.7,0.32,6008300202,43.73686614,-79.62831823
113.2,240,0.017,0.38,4.9,0.37,6008300202,43.73686614,-79.62831823
145.9,160,0.003,0.65,11.1,0.45,6008300202,43.73686614,-79.62831823
141,225,0.004,0.49,8.2,0.46,6008300202,43.73686614,-79.62831823
137.5,370,0.008,0.66,6.3,0.46,6008300202,43.73686614,-79.62831823
139.4,275,0.038,0.99,2,0.34,6008300202,43.73686614,-79.62831823
108.2,200,0.01,0.55,2.2,0.28,6008300202,43.73686614,-79.62831823
92.5,135,0.037,0.44,22.6,0.47,6008300202,43.73686614,-79.62831823
117.1,240,0.058,0.32,30.9,0.47,6008300202,43.73686614,-79.62831823
124.2,250,0.04,1.01,32.9,0.49,6008300202,43.73686614,-79.62831823
128,180,0.002,0.62,41.1,0.47,6008300202,43.73686614,-79.62831823
130.2,160,0.005,0.34,6.2,0.45,6008300202,43.73686614,-79.62831823
123,200,0.009,0.63,58.3,0.47,6008300202,43.73686614,-79.62831823
103.9,190,0.001,0.79,54.7,0.47,6008300202,43.73686614,-79.62831823
111,240,0.0009,0.53,3,0.32,6008300202,43.73686614,-79.62831823
104.1,235,0.002,0.59,6.1,0.46,6008300202,43.73686614,-79.62831823
139,140,0.009,0.92,2.4,0.33,6008300202,43.73686614,-79.62831823
121.4,290,0.006,0.19,1.8,0.14,6008300202,43.73686614,-79.62831823
101.1,195,0.001,0.58,29.3,0.47,6008300202,43.73686614,-79.62831823
117.8,245,0.002,0.67,8.9,0.48,6008300202,43.73686614,-79.62831823
112,195,0.019,0.58,15.4,0.47,6008300202,43.73686614,-79.62831823
122.3,490,0.0009,0.58,3.1,0.33,6008300202,43.73686614,-79.62831823
172.6,195,0.0009,0.44,4.3,0.3,6008300202,43.73686614,-79.62831823
111,190,0.004,0.47,3.8,0.29,6008300202,43.73686614,-79.62831823
96.5,210,0.015,0.47,5.5,0.43,6008300202,43.73686614,-79.62831823
98,240,0.003,0.4,6.7,0.46,6008300202,43.73686614,-79.62831823
108,195,0.055,1.35,7.2,0.5,6008300202,43.73686614,-79.62831823
108,260,0.005,0.4,7.1,0.46,6008300202,43.73686614,-79.62831823
113,310,0.007,1.85,519,0.51,6008300202,43.73686614,-79.62831823
124.6,460,0.011,0.85,102,0.47,6008300202,43.73686614,-79.62831823
133.9,150,0.016,0.43,2,0.21,6008300202,43.73686614,-79.62831823
110,190,0.002,0.17,8.1,0.46,6008300202,43.73686614,-79.62831823
99.6,235,0.004,1.02,15.5,0.49,6008300202,43.73686614,-79.62831823
125,290,0.007,0.5,20,0.47,6008300202,43.73686614,-79.62831823
96.8,500,0.027,1.67,206,0.51,6008300202,43.73686614,-79.62831823
102,190,0.005,0.29,7.1,0.46,6008300202,43.73686614,-79.62831823
126,350,0.047,0.7,3.9,0.32,6008300202,43.73686614,-79.62831823
80,240,0.028,1.07,29.6,0.49,6008300202,43.73686614,-79.62831823
112.1,300,0.025,0.77,31.8,0.47,6008300202,43.73686614,-79.62831823
174,130,0.01,0.55,4.1,0.33,6008300202,43.73686614,-79.62831823
96.5,260,0.005,0.47,21.2,0.47,6008300202,43.73686614,-79.62831823
112.8,310,0.01,0.43,3.8,0.28,6008300202,43.73686614,-79.62831823
205.6,240,0.013,0.48,9,0.48,6008300202,43.73686614,-79.62831823
121.5,400,0.002,0.4,8.6,0.47,6008300202,43.73686614,-79.62831823
108,190,0.005,0.42,2.7,0.27,6008300202,43.73686614,-79.62831823
131.5,350,0.009,0.57,5.8,0.45,6008300202,43.73686614,-79.62831823
169.2,250,0.012,0.5,3.3,0.3,6008300202,43.73686614,-79.62831823
113,150,0.023,0.43,2.7,0.27,6008300202,43.73686614,-79.62831823
99,200,0.008,0.56,6.2,0.46,6008300202,43.73686614,-79.62831823
120.5,260,0.007,0.38,6.4,0.45,6008300202,43.73686614,-79.62831823
151.4,240,0.018,1.01,2.5,0.34,6008300202,43.73686614,-79.62831823
130.6,700,0.005,1.02,83.7,0.49,6008300202,43.73686614,-79.62831823
122,155,0.027,0.72,5.1,0.4,6008300202,43.73686614,-79.62831823
103,190,0.011,0.44,1.9,0.21,6008300202,43.73686614,-79.62831823
115,250,0.02,0.47,10.4,0.47,6008300202,43.73686614,-79.62831823
136.6,310,0.04,0.61,1.7,0.29,6008300202,43.73686614,-79.62831823
105,150,0.075,0.35,2.8,0.27,6008300202,43.73686614,-79.62831823
134,235,0.005,0.54,5.3,0.43,6008300202,43.73686614,-79.62831823
96,120,0.033,0.43,4.9,0.37,6008300202,43.73686614,-79.62831823
109.2,245,0.009,0.44,19.7,0.47,6008300202,43.73686614,-79.62831823
102,120,0.028,0.85,10.8,0.47,6008300202,43.73686614,-79.62831823
117.2,505,0.023,0.57,141,0.47,6008300202,43.73686614,-79.62831823
102.4,290,0.014,0.36,1.8,0.21,6008300202,43.73686614,-79.62831823
113,280,0.007,0.42,5.5,0.43,6008300202,43.73686614,-79.62831823
104,220,0.022,0.38,12,0.45,6008300202,43.73686614,-79.62831823
108,220,0.015,5.4,61.9,1.29,6008300202,43.73686614,-79.62831823
131.5,210,0.014,0.42,5.1,0.38,6008300202,43.73686614,-79.62831823
195.1,175,0.008,0.54,5.8,0.45,6008300202,43.73686614,-79.62831823
112.4,190,0.05,0.43,10.3,0.47,6008300202,43.73686614,-79.62831823
94,215,0.028,0.67,5.9,0.45,6008300202,43.73686614,-79.62831823
124,410,0.019,0.22,9.2,0.47,6008300202,43.73686614,-79.62831823
106.9,180,0.019,0.87,26.5,0.47,6008300202,43.73686614,-79.62831823
114.9,220,0.085,0.45,3.8,0.28,6008300202,43.73686614,-79.62831823
127.8,155,0.019,0.29,1.4,0.16,6008300202,43.73686614,-79.62831823
97.6,80,0.163,0.48,185,0.47,6008300202,43.73686614,-79.62831823
131.3,85,0.01,0.62,3.9,0.32,6008300202,43.73686614,-79.62831823
112.5,290,0.025,0.92,11.6,0.47,6008300202,43.73686614,-79.62831823
125.2,130,0.033,0.44,5.6,0.43,6008300202,43.73686614,-79.62831823
140.3,220,0.053,0.27,5.8,0.44,6008300202,43.73686614,-79.62831823
110,150,0.017,0.29,1.7,0.17,6008300202,43.73686614,-79.62831823
110.2,150,0.004,0.48,1.3,0.19,6008300202,43.73686614,-79.62831823
111.3,330,0.007,1.06,263,0.49,6008300202,43.73686614,-79.62831823
105,250,0.005,3.75,17.6,1.29,6008300202,43.73686614,-79.62831823
101.1,250,0.004,0.75,26.1,0.47,6008300202,43.73686614,-79.62831823
169.2,180,0.008,0.25,4.4,0.29,6008300202,43.73686614,-79.62831823
108.3,255,0.003,0.36,5,0.37,6008300202,43.73686614,-79.62831823
100.7,290,0.019,0.55,3.2,0.33,6008300202,43.73686614,-79.62831823
107.1,155,0.006,0.46,13.3,0.47,6008300202,43.73686614,-79.62831823
114.15,210,0.008,0.39,1.9,0.21,6008300202,43.73686614,-79.62831823
89.7,300,0.002,0.99,35.1,0.49,6008300202,43.73686614,-79.62831823
122,230,0.194,0.757,16.5,0.47,6008300202,43.73686614,-79.62831823
102,160,0.065,0.77,9.1,0.48,6008300202,43.73686614,-79.62831823
98.3,233,0.006,0.54,4.7,0.35,6008300202,43.73686614,-79.62831823
86,180,0.018,0.55,6.7,0.46,6008300202,43.73686614,-79.62831823
117,150,0.009,0.41,5.1,0.38,6008300202,43.73686614,-79.62831823
118.6,410,0.02,0.6,116,0.47,6008300202,43.73686614,-79.62831823
130.4,325,0.014,0.98,29.9,0.49,6008300202,43.73686614,-79.62831823
143.5,210,0.01,0.36,0.5,0.21,6008300202,43.73686614,-79.62831823
98,190,0.14,0.41,1.6,0.2,6008300202,43.73686614,-79.62831823
135.6,475,0.021,0.51,13.1,0.47,6008300202,43.73686614,-79.62831823
119.1,125,0.008,0.9,51,0.49,6008300202,43.73686614,-79.62831823
101.2,300,0.014,0.36,6.4,0.45,6008300402,43.79806764,-79.58105773
110.5,210,0.003,0.36,5.1,0.38,6008300402,43.79806764,-79.58105773
116.2,190,0.022,0.41,13.8,0.47,6008300402,43.79806764,-79.58105773
124,225,0.006,0.34,2.2,0.21,6008300402,43.79806764,-79.58105773
120.4,195,0.001,0.4,1.3,0.19,6008300402,43.79806764,-79.58105773
120.1,600,0.069,1.8,464,0.51,6008300402,43.79806764,-79.58105773
134,330,0.012,0.75,10.8,0.47,6008300402,43.79806764,-79.58105773
111,270,0.004,1.49,34.1,0.5,6008300402,43.79806764,-79.58105773
100.1,180,0.001,0.44,7.8,0.46,6008300402,43.79806764,-79.58105773
113,510,0.003,0.59,9.5,0.48,6008300402,43.79806764,-79.58105773
111.9,90,0.008,1.5,11.9,0.48,6008300402,43.79806764,-79.58105773
112.4,375,0.004,0.6,27.8,0.47,6008300402,43.79806764,-79.58105773
130.9,660,0.008,1.24,364,0.5,6008300402,43.79806764,-79.58105773
144,270,0.004,0.39,6.4,0.45,6008300402,43.79806764,-79.58105773
154.1,200,0.006,0.59,23.2,0.47,6008300402,43.79806764,-79.58105773
115.9,155,0.021,0.56,5.8,0.45,6008300402,43.79806764,-79.58105773
94.5,200,0.003,0.74,4,0.33,6008300402,43.79806764,-79.58105773
101.6,170,0.009,0.43,2.5,0.23,6008300402,43.79806764,-79.58105773
97,180,0.002,1.14,13.5,0.5,6008300402,43.79806764,-79.58105773
124.4,330,0.013,0.41,12.1,0.45,6008300402,43.79806764,-79.58105773
113.3,320,0.001,0.42,6.9,0.46,6008300402,43.79806764,-79.58105773
131.4,425,0.007,0.56,9.1,0.48,6008300402,43.79806764,-79.58105773
121.4,650,0.015,0.73,3.6,0.33,6008300402,43.79806764,-79.58105773
50.2,335,0.014,0.47,30.6,0.47,6008300402,43.79806764,-79.58105773
119,265,0.131,0.48,6.6,0.46,6008300402,43.79806764,-79.58105773
124.2,210,0.02,0.37,3.8,0.28,6008300402,43.79806764,-79.58105773
105.5,220,0.121,0.49,2.5,0.23,6008300402,43.79806764,-79.58105773
123.3,255,0.004,0.97,3.9,0.37,6008300402,43.79806764,-79.58105773
125.4,260,0.003,0.43,2.9,0.28,6008300402,43.79806764,-79.58105773
102,240,0.005,1.19,118,0.5,6008300402,43.79806764,-79.58105773
93,140,0.008,0.65,51.7,0.47,6008300402,43.79806764,-79.58105773
165,295,0.004,0.58,3.4,0.33,6008300402,43.79806764,-79.58105773
141.6,140,0.003,0.37,3.5,0.29,6008300402,43.79806764,-79.58105773
119.4,320,0.004,0.76,71.2,0.47,6008300402,43.79806764,-79.58105773
141.3,280,0.009,0.95,4,0.36,6008300402,43.79806764,-79.58105773
153.8,400,0.027,0.57,6.7,0.46,6008300402,43.79806764,-79.58105773
198,310,0.007,1.13,6.7,0.49,6008300402,43.79806764,-79.58105773
124.1,200,0.004,0.4,7.6,0.46,6008300402,43.79806764,-79.58105773
118.7,170,0.011,0.41,7.7,0.46,6008300402,43.79806764,-79.58105773
106,380,0.039,0.42,1.4,0.19,6008300402,43.79806764,-79.58105773
107.4,280,0.014,0.72,29.2,0.47,6008300402,43.79806764,-79.58105773
130,260,0.042,0.51,22.9,0.47,6008300402,43.79806764,-79.58105773
117.4,190,0.01,0.36,2.6,0.25,6008300402,43.79806764,-79.58105773
103.8,210,0.008,0.54,3.2,0.33,6008300402,43.79806764,-79.58105773
114.4,200,0.007,0.56,155,0.47,6008300402,43.79806764,-79.58105773
119.7,215,0.003,0.46,8.4,0.46,6008300402,43.79806764,-79.58105773
116,285,0.01,0.82,323,0.47,6008300402,43.79806764,-79.58105773
122.7,480,0.011,0.53,2.5,0.28,6008300402,43.79806764,-79.58105773
90.6,300,0.007,1.31,137,0.5,6008300402,43.79806764,-79.58105773
103.1,225,0.008,0.51,47.8,0.47,6008300402,43.79806764,-79.58105773
117,250,0.01,0.47,12.8,0.47,6008300402,43.79806764,-79.58105773
120.2,270,0.004,0.49,2.3,0.22,6008300402,43.79806764,-79.58105773
83.4,215,0.003,0.53,6.4,0.46,6008300402,43.79806764,-79.58105773
111.2,380,0.005,0.65,12.3,0.45,6008300402,43.79806764,-79.58105773
130.3,105,0.01,0.26,2.5,0.18,6008300402,43.79806764,-79.58105773
150.5,210,0.008,0.4,4.4,0.31,6008300402,43.79806764,-79.58105773
126,120,0.018,0.89,36.9,0.49,6008300402,43.79806764,-79.58105773
145,260,0.009,0.62,2.1,0.29,6008300402,43.79806764,-79.58105773
122.7,270,0.019,1,73.4,0.49,6008300402,43.79806764,-79.58105773
137.8,125,0.056,0.54,3.9,0.32,6008300402,43.79806764,-79.58105773
116.5,180,0.013,0.46,3.6,0.29,6008300402,43.79806764,-79.58105773
120.5,290,0.01,0.64,8.7,0.48,6008300402,43.79806764,-79.58105773
133.2,260,0.083,0.37,3.4,0.29,6008300402,43.79806764,-79.58105773
116,140,0.049,0.3,3.7,0.27,6008300402,43.79806764,-79.58105773
100.9,240,0.043,0.55,18,0.47,6008300402,43.79806764,-79.58105773
96.5,255,0.037,3.3,6.7,1.04,6008300402,43.79806764,-79.58105773
121.5,375,0.024,0.6,5,0.39,6008300402,43.79806764,-79.58105773
129.1,230,0.054,0.79,65.1,0.47,6008300402,43.79806764,-79.58105773
185.2,145,0.005,0.51,2.9,0.3,6008300402,43.79806764,-79.58105773
111,460,0.026,0.82,69.6,0.47,6008300402,43.79806764,-79.58105773
108.2,340,0.007,0.19,1.6,0.14,6008300402,43.79806764,-79.58105773
120.1,355,0.005,0.41,23.9,0.47,6008300402,43.79806764,-79.58105773
165.8,230,0.016,0.75,20.4,0.47,6008300402,43.79806764,-79.58105773
117,220,0.016,0.46,9,0.48,6008300402,43.79806764,-79.58105773
102,190,0.015,0.86,33.2,0.47,6008300402,43.79806764,-79.58105773
109,220,0.009,1.38,16.5,0.5,6008300402,43.79806764,-79.58105773
103,140,0.006,1.22,38.6,0.5,6008300402,43.79806764,-79.58105773
102.4,275,0.017,0.3,2.8,0.25,6008300402,43.79806764,-79.58105773
124.5,190,0.006,0.29,6.5,0.45,6008300402,43.79806764,-79.58105773
133.8,380,0.006,0.64,19.9,0.47,6008300402,43.79806764,-79.58105773
137,320,0.015,0.54,5.9,0.45,6008300402,43.79806764,-79.58105773
106.1,350,0.019,0.47,14.1,0.47,6008300402,43.79806764,-79.58105773
116,235,0.006,0.41,16.7,0.47,6008300402,43.79806764,-79.58105773
111.7,400,0.001,0.43,3.5,0.29,6008300402,43.79806764,-79.58105773
126.3,140,0.025,0.26,4.3,0.28,6008300402,43.79806764,-79.58105773
103.7,275,0.007,0.29,8.5,0.47,6008300402,43.79806764,-79.58105773
101,130,0.036,0.47,2,0.21,6008300402,43.79806764,-79.58105773
116,200,0.005,1.225,34.5,0.5,6008300402,43.79806764,-79.58105773
111.4,160,0.007,0.93,83.1,0.49,6008300402,43.79806764,-79.58105773
134.8,205,0.044,0.41,2.7,0.26,6008300402,43.79806764,-79.58105773
109.8,220,0.009,0.45,2.7,0.27,6008300402,43.79806764,-79.58105773
103,220,0.098,0.44,4.3,0.3,6008300402,43.79806764,-79.58105773
160.4,290,0.014,0.71,5,0.39,6008300402,43.79806764,-79.58105773
83,265,0.009,0.84,9,0.48,6008300402,43.79806764,-79.58105773
123.1,335,0.106,0.36,4.2,0.3,6008300402,43.79806764,-79.58105773
106.1,190,0.008,0.46,12.7,0.47,6008300402,43.79806764,-79.58105773
89.8,320,0.061,1,86.1,0.49,6008300402,43.79806764,-79.58105773
127.5,310,0.009,0.43,15.9,0.47,6008300402,43.79806764,-79.58105773
104.4,240,0.006,0.41,15.1,0.47,6008300402,43.79806764,-79.58105773
100,220,0.02,0.52,5.8,0.45,6008300402,43.79806764,-79.58105773
92,330,0.007,1.53,81.6,0.5,6008300402,43.79806764,-79.58105773
125.3,210,0.009,0.4,4.2,0.3,6008300402,43.79806764,-79.58105773
112,160,0.008,0.29,23,0.47,6008300402,43.79806764,-79.58105773
152,190,0.006,1.01,8.2,0.49,6008300402,43.79806764,-79.58105773
107,160,0.009,0.925,7.3,0.48,6008300402,43.79806764,-79.58105773
149.8,270,0.019,0.36,2.4,0.22,6008300402,43.79806764,-79.58105773
121.7,310,0.008,1.1,96.8,0.49,6008300402,43.79806764,-79.58105773
96,100,0.038,0.38,9,0.47,6008300402,43.79806764,-79.58105773
146.4,340,0.003,0.38,3.7,0.28,6008300402,43.79806764,-79.58105773
124,220,0.029,0.39,5.8,0.44,6008300402,43.79806764,-79.58105773
106.7,152,0.013,0.67,4.1,0.33,6008300402,43.79806764,-79.58105773
105.4,600,0.004,0.55,10.9,0.47,6008300402,43.79806764,-79.58105773
164.4,200,0.108,0.35,0.6,0.21,6008300402,43.79806764,-79.58105773
131,510,0.072,0.48,17.6,0.47,6008300402,43.79806764,-79.58105773
120.2,260,0.033,0.36,28.2,0.47,6008300402,43.79806764,-79.58105773
140.3,220,0.094,0.54,6.3,0.46,6008300402,43.79806764,-79.58105773
107,255,0.105,0.47,10.1,0.48,6008300402,43.79806764,-79.58105773
104,420,0.002,0.29,3.4,0.26,6008300402,43.79806764,-79.58105773
121.1,405,0.01,2.2,421,0.52,6008300402,43.79806764,-79.58105773
115.7,175,0.005,0.81,16.4,0.47,6008300402,43.79806764,-79.58105773
107,180,0.006,0.8,21.5,0.47,6008300402,43.79806764,-79.58105773
119.3,220,0.004,0.41,9.8,0.47,6008300402,43.79806764,-79.58105773
112.8,220,0.011,0.47,3.6,0.29,6008300402,43.79806764,-79.58105773
92,180,0.01,0.63,18.4,0.47,6008300402,43.79806764,-79.58105773
121,320,0.01,0.53,23.2,0.47,6008300402,43.79806764,-79.58105773
141.8,230,0.017,0.23,7.2,0.46,6008300402,43.79806764,-79.58105773
116.3,300,0.007,0.38,7.9,0.46,6008300402,43.79806764,-79.58105773
115,240,0.036,0.51,10,0.48,6008300402,43.79806764,-79.58105773
109,330,0.016,0.87,86.7,0.47,6008300402,43.79806764,-79.58105773
134.6,265,0.008,0.77,34.4,0.47,6008300402,43.79806764,-79.58105773
123.1,265,0.033,0.78,3.1,0.33,6008300402,43.79806764,-79.58105773
104.4,505,0.041,0.57,14.7,0.47,6008300402,43.79806764,-79.58105773
109,190,0.016,0.57,8.8,0.48,6008300402,43.79806764,-79.58105773
135,255,0.033,0.57,2.1,0.29,6008300402,43.79806764,-79.58105773
105,180,0.042,0.5,15.6,0.47,6008300402,43.79806764,-79.58105773
145,330,0.013,0.34,5.1,0.38,6008300402,43.79806764,-79.58105773
148.6,215,0.016,0.39,2.7,0.26,6008300402,43.79806764,-79.58105773
130.8,765,0.012,0.37,27.4,0.47,6008300402,43.79806764,-79.58105773
143.2,185,0.006,0.86,20.2,0.47,6008300402,43.79806764,-79.58105773
107,110,0.005,0.33,2.6,0.24,6008300402,43.79806764,-79.58105773
122.5,385,0.011,2.25,250,0.52,6008300402,43.79806764,-79.58105773
132.6,120,0.022,3.09,3.2,0.44,6008300402,43.79806764,-79.58105773
88,380,0.003,0.73,13.7,0.47,6008300402,43.79806764,-79.58105773
96.4,175,0.026,0.44,0.9,0.16,6008300402,43.79806764,-79.58105773
137.2,200,0.008,0.36,4,0.28,6008300402,43.79806764,-79.58105773
107.7,210,0.012,0.41,2.5,0.22,6008300402,43.79806764,-79.58105773
136.4,300,0.021,0.9,22.1,0.49,6008300402,43.79806764,-79.58105773
116.5,300,0.002,1.14,27.4,0.5,6008300402,43.79806764,-79.58105773
112.7,395,0.004,0.6,8.9,0.48,6008300402,43.79806764,-79.58105773
105,200,0.004,0.51,7.6,0.47,6008300402,43.79806764,-79.58105773
120,110,0.07,0.72,4.7,0.35,6008300402,43.79806764,-79.58105773
146.6,155,0.013,0.28,8.1,0.46,6008300402,43.79806764,-79.58105773
80.2,195,0.017,0.77,15.1,0.47,6008300402,43.79806764,-79.58105773
116.3,100,0.013,0.53,15,0.47,6008300402,43.79806764,-79.58105773
174.4,225,0.03,0.63,2.2,0.29,6008300402,43.79806764,-79.58105773
