"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)",Phosphorus,STATION,LATITUDE,LONGITUDE
148.2,260,0.001,0.04,3.2,0.22,6008000702,43.67833164,-79.67950823
152.4,185,0.004,0.34,1.5,0.19,6008000702,43.67833164,-79.67950823
113,150,0.008,0.4,2.5,0.22,6008000702,43.67833164,-79.67950823
86.5,225,0.02,2.75,77.8,1.02,6008000702,43.67833164,-79.67950823
116.7,360,0.019,0.66,118,0.47,6008000702,43.67833164,-79.67950823
105,120,0.012,0.43,4.1,0.29,6008000702,43.67833164,-79.67950823
109,140,0.005,0.35,3.7,0.29,6008000702,43.67833164,-79.67950823
163,240,0.024,0.57,1.9,0.29,6008000702,43.67833164,-79.67950823
106,340,0.017,0.25,1.8,0.17,6008000702,43.67833164,-79.67950823
104,300,0.019,1.01,12.4,0.47,6008000702,43.67833164,-79.67950823
116.9,130,0.02,0.68,6.8,0.47,6008000702,43.67833164,-79.67950823
99.7,255,0.011,0.44,1.5,0.2,6008000702,43.67833164,-79.67950823
128.5,220,0.069,0.2,6.4,0.45,6008000702,43.67833164,-79.67950823
141.2,210,0.025,0.39,7.9,0.46,6008000702,43.67833164,-79.67950823
128.3,270,0.007,0.48,16.6,0.47,6008000702,43.67833164,-79.67950823
106.9,190,0.021,0.75,26.2,0.47,6008000702,43.67833164,-79.67950823
104,390,0.077,0.4,4.7,0.31,6008000702,43.67833164,-79.67950823
90,330,0.024,2.16,116.4,0.52,6008000702,43.67833164,-79.67950823
126.3,360,0.009,0.58,5.8,0.45,6008000702,43.67833164,-79.67950823
128.4,350,0.021,1.59,12.8,0.51,6008000702,43.67833164,-79.67950823
118,150,0.013,0.33,10.9,0.46,6008000702,43.67833164,-79.67950823
93.1,340,0.012,0.64,76,0.47,6008000702,43.67833164,-79.67950823
144.8,200,0.006,0.54,4,0.32,6008000702,43.67833164,-79.67950823
-99,540,0.012,0.83,14,0.51,6008000702,43.67833164,-79.67950823
106.4,270,0.158,0.41,5.1,0.38,6008000702,43.67833164,-79.67950823
152.1,265,0.065,0.54,26.4,0.47,6008000702,43.67833164,-79.67950823
124.1,180,0.001,0.43,43.8,0.47,6008000702,43.67833164,-79.67950823
101.9,200,0.003,0.53,9.3,0.48,6008000702,43.67833164,-79.67950823
102.1,200,0.004,0.31,3.6,0.27,6008000702,43.67833164,-79.67950823
146.9,140,0.004,0.41,3.6,0.29,6008000702,43.67833164,-79.67950823
159.8,150,0.004,0.59,2.6,0.31,6008000702,43.67833164,-79.67950823
120.9,180,0.004,0.63,50.1,0.47,6008000702,43.67833164,-79.67950823
99.3,120,0.013,0.82,28.6,0.47,6008000702,43.67833164,-79.67950823
83,130,0.009,0.726,7.9,0.47,6008000702,43.67833164,-79.67950823
128.2,305,0.013,0.24,5.7,0.43,6008000702,43.67833164,-79.67950823
117.6,550,0.011,2.55,479,0.59,6008000702,43.67833164,-79.67950823
132.9,240,0.249,0.37,3,0.28,6008000702,43.67833164,-79.67950823
117,215,0.017,1.273,16.9,0.5,6008000702,43.67833164,-79.67950823
102,160,0.007,0.82,7.8,0.47,6008000702,43.67833164,-79.67950823
122,190,0.001,0.31,1.9,0.19,6008000702,43.67833164,-79.67950823
110,160,0.036,0.69,3.8,0.32,6008000702,43.67833164,-79.67950823
105,120,0.007,0.91,17.1,0.49,6008000702,43.67833164,-79.67950823
124.9,180,0.017,0.5,4,0.3,6008000702,43.67833164,-79.67950823
122.1,210,0.005,0.45,8.4,0.46,6008000702,43.67833164,-79.67950823
111,180,0.008,0.37,3.6,0.29,6008000702,43.67833164,-79.67950823
97,110,0.015,0.38,5.3,0.42,6008000702,43.67833164,-79.67950823
127,180,0.002,0.37,3.2,0.29,6008000702,43.67833164,-79.67950823
109,220,0.011,0.45,3.2,0.29,6008000702,43.67833164,-79.67950823
141.9,540,0.01,0.53,1.6,0.26,6008000702,43.67833164,-79.67950823
111.3,815,0.006,0.18,5.9,0.43,6008000702,43.67833164,-79.67950823
154,270,0.01,0.38,2.1,0.21,6008000702,43.67833164,-79.67950823
111.6,230,0.013,0.5,18.5,0.47,6008000702,43.67833164,-79.67950823
101,125,0.004,0.76,96.9,0.47,6008000702,43.67833164,-79.67950823
80,125,0.006,0.93,3.4,0.36,6008000702,43.67833164,-79.67950823
107,150,0.015,0.75,5.7,0.44,6008000702,43.67833164,-79.67950823
127,275,0.021,0.46,21.4,0.47,6008000702,43.67833164,-79.67950823
153.2,230,0.003,0.61,14.6,0.47,6008000702,43.67833164,-79.67950823
122.3,450,0.006,0.65,130,0.47,6008000702,43.67833164,-79.67950823
119.4,250,0.037,0.3,6.8,0.46,6008000702,43.67833164,-79.67950823
110,110,0.009,0.44,5.1,0.38,6008000702,43.67833164,-79.67950823
135.2,330,0.003,0.49,18,0.47,6008000702,43.67833164,-79.67950823
113.2,195,0.015,0.35,26.4,0.47,6008000702,43.67833164,-79.67950823
134.4,165,0.016,0.36,9.2,0.47,6008000702,43.67833164,-79.67950823
110.9,350,0.005,0.96,34.3,0.49,6008000702,43.67833164,-79.67950823
118,260,0.015,0.34,3.4,0.29,6008000702,43.67833164,-79.67950823
121.8,305,0.045,0.56,22.3,0.47,6008000702,43.67833164,-79.67950823
155.5,180,0.018,0.5,3.3,0.3,6008000702,43.67833164,-79.67950823
127.1,380,0.01,0.66,40.4,0.47,6008000702,43.67833164,-79.67950823
96.3,200,0.004,0.88,55,0.47,6008000702,43.67833164,-79.67950823
104,205,0.015,0.4,5.2,0.41,6008000702,43.67833164,-79.67950823
98,190,0.011,0.69,4.9,0.39,6008000702,43.67833164,-79.67950823
111.5,420,0.022,0.23,4.6,0.29,6008000702,43.67833164,-79.67950823
102,270,0.014,1.02,9.6,0.5,6008000702,43.67833164,-79.67950823
133.9,155,0.011,0.45,10.6,0.47,6008000702,43.67833164,-79.67950823
133,490,0.026,0.32,3.8,0.27,6008000702,43.67833164,-79.67950823
126.9,210,0.006,0.74,5.2,0.43,6008000702,43.67833164,-79.67950823
104,520,0.007,0.63,10.8,0.47,6008000702,43.67833164,-79.67950823
128.4,135,0.014,0.72,19.7,0.47,6008000702,43.67833164,-79.67950823
94.8,300,0.009,0.49,33.2,0.47,6008000702,43.67833164,-79.67950823
154.2,240,0.018,0.74,12.7,0.47,6008000702,43.67833164,-79.67950823
122,410,0.035,1.3,54.7,0.5,6008000702,43.67833164,-79.67950823
111.6,510,0.005,0.59,27.3,0.47,6008000702,43.67833164,-79.67950823
160.9,740,0.393,0.34,3.5,0.28,6008000702,43.67833164,-79.67950823
161.8,170,0.728,0.43,3.5,0.28,6008000702,43.67833164,-79.67950823
102.7,195,0.679,0.37,5.6,0.48,6008000702,43.67833164,-79.67950823
149.8,290,0.013,0.5,4.9,0.38,6008000702,43.67833164,-79.67950823
96,135,0.002,1.09,24.9,0.49,6008000702,43.67833164,-79.67950823
100,260,0.007,0.43,17.5,0.47,6008000702,43.67833164,-79.67950823
138,220,0.016,0.44,9.2,0.47,6008000702,43.67833164,-79.67950823
130,200,0.018,0.37,3.1,0.29,6008000702,43.67833164,-79.67950823
103,300,0.063,0.21,11.5,0.44,6008000702,43.67833164,-79.67950823
138.7,245,0.054,0.68,7.2,0.47,6008000702,43.67833164,-79.67950823
112,230,0.006,0.59,3.8,0.32,6008000702,43.67833164,-79.67950823
118.1,410,0.014,1.09,101,0.49,6008000702,43.67833164,-79.67950823
116.1,405,0.023,0.37,4,0.28,6008000702,43.67833164,-79.67950823
97.6,340,0.892,0.89,8.2,0.6,6008000702,43.67833164,-79.67950823
111,240,0.013,0.41,8.5,0.47,6008000702,43.67833164,-79.67950823
151.6,295,0.053,0.51,1.1,0.19,6008000702,43.67833164,-79.67950823
182.8,145,0.005,0.42,17.8,0.47,6008000702,43.67833164,-79.67950823
114.9,210,0.051,0.43,1,0.16,6008000702,43.67833164,-79.67950823
121.5,210,0.009,0.44,3.7,0.29,6008000702,43.67833164,-79.67950823
131.4,210,0.061,1.27,95.6,0.5,6008000702,43.67833164,-79.67950823
96,110,0.043,0.44,8.4,0.46,6008000702,43.67833164,-79.67950823
101,140,0.007,0.46,3.5,0.29,6008000702,43.67833164,-79.67950823
134,280,0.04,0.51,3.5,0.31,6008000702,43.67833164,-79.67950823
135.4,155,0.002,0.43,9.2,0.47,6008200302,43.62847489,-79.49287136
125,105,0.002,0.4,2.3,0.21,6008200302,43.62847489,-79.49287136
125.8,300,0.33,0.67,4.1,0.33,6008200302,43.62847489,-79.49287136
122,160,0.004,0.52,2.1,0.26,6008200302,43.62847489,-79.49287136
135.9,190,0.036,0.34,3.9,0.28,6008200302,43.62847489,-79.49287136
102.3,410,0.037,1.56,4.7,0.42,6008200302,43.62847489,-79.49287136
147,210,0.131,0.49,7.9,0.46,6008200302,43.62847489,-79.49287136
96,130,0.14,0.77,37.8,0.47,6008200302,43.62847489,-79.49287136
127.5,320,0.839,0.39,4.4,0.33,6008200302,43.62847489,-79.49287136
139.4,90,0.164,0.61,4.2,0.34,6008200302,43.62847489,-79.49287136
114.4,200,0.003,0.68,28.7,0.47,6008200302,43.62847489,-79.49287136
116,205,0.021,1.19,6.3,0.49,6008200302,43.62847489,-79.49287136
97.9,235,0.002,0.4,1.7,0.2,6008200302,43.62847489,-79.49287136
143.5,140,0.004,0.56,10,0.48,6008200302,43.62847489,-79.49287136
109.2,220,0.005,0.66,44.5,0.47,6008200302,43.62847489,-79.49287136
106,315,0.093,0.28,4.1,0.27,6008200302,43.62847489,-79.49287136
122.3,205,0.038,0.71,28.6,0.47,6008200302,43.62847489,-79.49287136
115.8,240,0.006,0.42,4.6,0.31,6008200302,43.62847489,-79.49287136
114,150,0.011,0.47,2.8,0.28,6008200302,43.62847489,-79.49287136
124.9,150,0.023,0.7,32.6,0.47,6008200302,43.62847489,-79.49287136
102.2,210,0.194,0.41,10.5,0.47,6008200302,43.62847489,-79.49287136
144.9,275,0.066,0.85,7.3,0.47,6008200302,43.62847489,-79.49287136
162,165,0.306,0.38,7.3,0.45,6008200302,43.62847489,-79.49287136
60.8,280,0.156,0.61,23.1,0.47,6008200302,43.62847489,-79.49287136
115.2,190,0.0008,0.53,2.6,0.29,6008200302,43.62847489,-79.49287136
107.6,370,0.006,0.81,98,0.47,6008200302,43.62847489,-79.49287136
97.6,260,0.2,0.63,10,0.48,6008200302,43.62847489,-79.49287136
132.9,300,0.019,1.76,34,0.51,6008200302,43.62847489,-79.49287136
162.4,110,0.124,0.34,3.4,0.29,6008200302,43.62847489,-79.49287136
108.2,310,0.017,0.9,54.1,0.49,6008200302,43.62847489,-79.49287136
141,140,0.036,0.33,3.6,0.29,6008200302,43.62847489,-79.49287136
141.3,90,0.018,0.27,2.3,0.18,6008200302,43.62847489,-79.49287136
117.1,250,0.01,0.39,6.8,0.46,6008200302,43.62847489,-79.49287136
122.6,170,0.029,0.48,3.8,0.29,6008200302,43.62847489,-79.49287136
99.2,425,0.008,0.45,10.8,0.46,6008200302,43.62847489,-79.49287136
117,320,0.038,0.79,20.1,0.47,6008200302,43.62847489,-79.49287136
149.8,310,0.083,0.25,6.4,0.45,6008200302,43.62847489,-79.49287136
-99,115,0.052,0.75,5.6,0.48,6008200302,43.62847489,-79.49287136
106,240,0.085,0.29,5.6,0.43,6008200302,43.62847489,-79.49287136
126,240,0.072,0.79,14.8,0.47,6008200302,43.62847489,-79.49287136
119.1,205,0.126,0.31,5.4,0.43,6008200302,43.62847489,-79.49287136
149.3,295,0.019,0.51,4.9,0.38,6008200302,43.62847489,-79.49287136
132.8,240,0.013,0.26,9.8,0.47,6008200302,43.62847489,-79.49287136
103,260,0.016,0.55,3.3,0.33,6008200302,43.62847489,-79.49287136
121.8,280,0.037,0.38,5.8,0.44,6008200302,43.62847489,-79.49287136
138.2,250,0.009,0.27,1.6,0.17,6008200302,43.62847489,-79.49287136
130.5,240,0.017,0.58,9.6,0.48,6008200302,43.62847489,-79.49287136
113,220,0.017,0.41,5.1,0.38,6008200302,43.62847489,-79.49287136
142.3,100,0.017,1.56,13.4,0.51,6008200302,43.62847489,-79.49287136
125.2,205,0.042,0.47,8.1,0.46,6008200302,43.62847489,-79.49287136
109.8,200,0.011,0.43,4.4,0.31,6008200302,43.62847489,-79.49287136
95.6,165,0.007,0.49,2.7,0.27,6008200302,43.62847489,-79.49287136
116,200,0.045,0.69,6,0.46,6008200302,43.62847489,-79.49287136
100.3,300,0.06,1.04,48.1,0.49,6008200302,43.62847489,-79.49287136
112.3,340,0.041,0.31,2.7,0.24,6008200302,43.62847489,-79.49287136
101.3,200,0.11,1.15,8,0.5,6008200302,43.62847489,-79.49287136
138.9,180,0.038,0.32,2,0.19,6008200302,43.62847489,-79.49287136
101.7,230,0.013,0.49,12,0.45,6008200302,43.62847489,-79.49287136
104,430,0.005,0.26,3.1,0.25,6008200302,43.62847489,-79.49287136
100.6,165,0.024,0.47,3,0.29,6008200302,43.62847489,-79.49287136
102.6,855,0.035,0.31,4.5,0.3,6008200302,43.62847489,-79.49287136
134.6,240,0.045,0.45,4.2,0.3,6008200302,43.62847489,-79.49287136
74,110,0.03,0.4,4.5,0.31,6008200302,43.62847489,-79.49287136
110.4,200,0.004,0.48,10.3,0.47,6008200302,43.62847489,-79.49287136
112,110,0.025,0.46,3,0.28,6008200302,43.62847489,-79.49287136
123,245,0.014,0.39,8.8,0.47,6008200302,43.62847489,-79.49287136
113.3,285,0.019,0.88,107,0.47,6008200302,43.62847489,-79.49287136
110.3,130,0.033,0.64,10.2,0.48,6008200302,43.62847489,-79.49287136
124,160,0.016,0.73,10.9,0.47,6008200302,43.62847489,-79.49287136
210.7,500,0.004,0.39,2.7,0.26,6008200302,43.62847489,-79.49287136
111,220,0.019,0.56,9.8,0.48,6008200302,43.62847489,-79.49287136
119,280,0.024,0.59,5.9,0.45,6008200302,43.62847489,-79.49287136
158,315,0.085,0.38,6.1,0.45,6008200302,43.62847489,-79.49287136
121,150,0.013,0.26,3.8,0.25,6008200302,43.62847489,-79.49287136
107.7,350,0.037,0.825,90.5,0.47,6008200302,43.62847489,-79.49287136
133.1,290,0.064,0.55,4.7,0.35,6008200302,43.62847489,-79.49287136
123.5,140,0.018,0.42,9.2,0.47,6008200302,43.62847489,-79.49287136
156,280,0.181,0.35,11.4,0.45,6008200302,43.62847489,-79.49287136
109,420,0.0009,1.93,45.7,0.52,6008200302,43.62847489,-79.49287136
124,180,0.008,0.52,4.4,0.34,6008200302,43.62847489,-79.49287136
154.9,310,0.1,0.61,51.2,0.47,6008200302,43.62847489,-79.49287136
104.3,215,0.008,0.51,3.6,0.31,6008200302,43.62847489,-79.49287136
86.8,290,0.0009,0.54,16,0.47,6008200302,43.62847489,-79.49287136
151.1,475,0.011,0.18,4.4,0.28,6008200302,43.62847489,-79.49287136
110.1,195,0.074,1.16,27.5,0.5,6008200302,43.62847489,-79.49287136
112,160,0.209,0.91,34.3,0.49,6008200302,43.62847489,-79.49287136
122.4,215,0.008,0.59,19.1,0.47,6008200302,43.62847489,-79.49287136
110.4,210,0.027,0.4,3.8,0.28,6008200302,43.62847489,-79.49287136
122,180,0.04,0.39,2.9,0.28,6008200302,43.62847489,-79.49287136
141.9,300,0.004,0.45,7.3,0.46,6008200302,43.62847489,-79.49287136
109.6,125,0.093,4.72,7.4,1.29,6008200302,43.62847489,-79.49287136
132.4,460,0.013,0.4,8.6,0.47,6008200302,43.62847489,-79.49287136
115.8,170,0.172,0.65,32.9,0.47,6008200302,43.62847489,-79.49287136
106,215,0.003,0.42,5.5,0.43,6008200302,43.62847489,-79.49287136
122.2,150,0.025,0.48,2.3,0.22,6008200302,43.62847489,-79.49287136
150.3,365,0.009,0.38,7.8,0.46,6008200302,43.62847489,-79.49287136
117.7,195,0.012,0.51,3.6,0.31,6008200302,43.62847489,-79.49287136
103.4,390,0.005,0.62,26.9,0.47,6008200302,43.62847489,-79.49287136
78,165,0.008,0.52,1.9,0.26,6008200302,43.62847489,-79.49287136
120,490,0.009,0.68,6.3,0.46,6008200302,43.62847489,-79.49287136
104.8,395,0.005,2.99,2.2,0.38,6008200302,43.62847489,-79.49287136
109.9,150,0.009,0.55,38.6,0.47,6008200302,43.62847489,-79.49287136
91,420,0.006,0.49,1.1,0.17,6008200302,43.62847489,-79.49287136
135.6,400,0.082,0.56,8.5,0.48,6008200302,43.62847489,-79.49287136
154.8,95,0.007,1.77,15.6,0.51,6008200302,43.62847489,-79.49287136
120.2,120,0.021,0.4,4.1,0.29,6008200302,43.62847489,-79.49287136
101.1,310,0.006,0.28,16,0.47,6008200302,43.62847489,-79.49287136
134.3,200,0.001,0.3,8.6,0.47,6008200302,43.62847489,-79.49287136
163.7,230,0.131,0.42,3.4,0.29,6008200302,43.62847489,-79.49287136
105.4,320,0.003,1.52,6.5,0.49,6008200302,43.62847489,-79.49287136
107.1,190,0.027,0.73,39.7,0.47,6008200302,43.62847489,-79.49287136
103.2,150,0.008,0.74,19,0.47,6008200302,43.62847489,-79.49287136
128.7,135,0.006,0.69,12.2,0.45,6008200302,43.62847489,-79.49287136
175.3,130,0.012,0.59,3.9,0.32,6008200302,43.62847489,-79.49287136
152.7,190,0.008,0.33,9.2,0.47,6008200302,43.62847489,-79.49287136
136.8,230,0.019,0.8,14.7,0.47,6008200302,43.62847489,-79.49287136
111.7,255,0.652,0.21,2.4,0.16,6008200302,43.62847489,-79.49287136
130.8,230,0.0009,0.34,1.4,0.19,6008200302,43.62847489,-79.49287136
95,265,0.017,0.59,19.1,0.47,6008200302,43.62847489,-79.49287136
114,170,0.05,0.35,2,0.21,6008200302,43.62847489,-79.49287136
121.6,275,0.034,0.34,12,0.45,6008200302,43.62847489,-79.49287136
121.4,155,0.005,0.74,37.2,0.47,6008200302,43.62847489,-79.49287136
116.3,130,0.098,1.88,143,0.51,6008200302,43.62847489,-79.49287136
98.5,160,0.006,0.33,2.5,0.22,6008200302,43.62847489,-79.49287136
115,150,0.001,1.06,16.7,0.49,6008200302,43.62847489,-79.49287136
130.6,460,0.004,0.34,2.8,0.27,6008200302,43.62847489,-79.49287136
83.4,125,0.003,0.95,11.7,0.47,6008200302,43.62847489,-79.49287136
118.7,120,0.006,0.88,46.4,0.47,6008200302,43.62847489,-79.49287136
120.2,280,0.019,0.26,9.9,0.47,6008200302,43.62847489,-79.49287136
98,140,0.008,0.39,6.8,0.46,6008200302,43.62847489,-79.49287136
122,250,0.008,0.45,4.5,0.31,6008200302,43.62847489,-79.49287136
135.4,900,0.011,0.84,2.6,0.33,6008200302,43.62847489,-79.49287136
196,160,0.003,0.62,3.4,0.33,6008200302,43.62847489,-79.49287136
112.7,305,0.01,0.3,4.6,0.3,6008200302,43.62847489,-79.49287136
147.9,190,0.094,0.73,178,0.47,6008200302,43.62847489,-79.49287136
112,250,0.027,0.84,7.5,0.47,6008200302,43.62847489,-79.49287136
139.5,240,0.0009,0.5,3.4,0.3,6008200302,43.62847489,-79.49287136
133,350,0.08,0.29,4.8,0.3,6008200302,43.62847489,-79.49287136
112.2,370,0.162,0.57,34.8,0.47,6008200302,43.62847489,-79.49287136
107,150,0.007,0.37,49.7,0.47,6008200302,43.62847489,-79.49287136
121,390,0.033,0.62,9.2,0.48,6008200302,43.62847489,-79.49287136
-99,245,0.007,0.86,17.2,0.51,6008200302,43.62847489,-79.49287136
98.8,320,0.005,0.26,46.4,0.47,6008200302,43.62847489,-79.49287136
124,160,0.027,0.27,2,0.17,6008200302,43.62847489,-79.49287136
122,160,0.013,0.45,8.9,0.48,6008200302,43.62847489,-79.49287136
118.7,230,0.007,0.48,1.9,0.21,6008200302,43.62847489,-79.49287136
106,270,0.019,0.93,133,0.49,6008200302,43.62847489,-79.49287136
106.4,160,0.039,0.49,3.5,0.29,6008200302,43.62847489,-79.49287136
109,340,0.02,0.54,5.5,0.44,6008200302,43.62847489,-79.49287136
122,175,0.017,0.4,13.7,0.47,6008200302,43.62847489,-79.49287136
134,200,0.061,0.44,8.2,0.46,6008200302,43.62847489,-79.49287136
91,555,0.048,0.54,4.3,0.34,6008200302,43.62847489,-79.49287136
115,160,0.041,0.82,19.8,0.47,6008200302,43.62847489,-79.49287136
102,245,0.002,0.8,11.6,0.45,6008200302,43.62847489,-79.49287136
104.3,405,0.001,0.29,5.9,0.44,6008200302,43.62847489,-79.49287136
104,380,0.07,0.25,2.7,0.22,6008200302,43.62847489,-79.49287136
150.9,290,0.005,0.41,22.1,0.47,6008200302,43.62847489,-79.49287136
125.5,240,0.019,0.679,2,0.29,6008200302,43.62847489,-79.49287136
-99,310,0.007,0.71,3.2,0.31,6008200302,43.62847489,-79.49287136
138.2,140,0.171,0.07,2.5,0.13,6008200302,43.62847489,-79.49287136
104.1,150,0.052,0.8,15.8,0.47,6008200302,43.62847489,-79.49287136
95,110,1.65,0.49,6.7,0.66,6008200302,43.62847489,-79.49287136
118.3,310,0.051,0.48,8.2,0.46,6008200302,43.62847489,-79.49287136
102,130,0.078,0.39,12.6,0.47,6008200302,43.62847489,-79.49287136
123.3,1100,0.069,4.67,2310,1.29,6008200302,43.62847489,-79.49287136
125,115,0.035,0.5,23.7,0.47,6008200302,43.62847489,-79.49287136
112.6,305,0.023,0.56,21.9,0.47,6008200302,43.62847489,-79.49287136
134,170,0.044,1.13,7.9,0.49,6008200302,43.62847489,-79.49287136
114.4,385,0.005,0.65,1,0.27,6008200302,43.62847489,-79.49287136
112.5,145,0.008,0.46,5,0.38,6008200302,43.62847489,-79.49287136
116,420,0.093,0.51,6.4,0.46,6008200302,43.62847489,-79.49287136
153.3,165,0.079,0.49,4.1,0.3,6008200302,43.62847489,-79.49287136
97.1,280,0.03,0.44,14.4,0.47,6008200302,43.62847489,-79.49287136
137,320,0.006,0.54,3.2,0.33,6008200302,43.62847489,-79.49287136
81,270,0.008,1.4,93.2,0.5,6008200302,43.62847489,-79.49287136
171,380,0.055,0.55,11.7,0.45,6008200302,43.62847489,-79.49287136
87,100,0.06,0.59,26.5,0.47,6008200302,43.62847489,-79.49287136
119.6,400,0.009,0.62,4.8,0.35,6008200302,43.62847489,-79.49287136
103,190,0.052,0.45,5.6,0.43,6008200302,43.62847489,-79.49287136
171.5,300,0.847,1.08,9.2,0.62,6008200302,43.62847489,-79.49287136
107.7,580,0.145,0.53,11.6,0.45,6008200302,43.62847489,-79.49287136
119,165,0.175,0.4,1.9,0.21,6008200302,43.62847489,-79.49287136
94,380,0.246,25,803,1.31,6008200302,43.62847489,-79.49287136
146.6,455,0.006,0.34,3.9,0.28,6008200302,43.62847489,-79.49287136
72,180,0.012,0.69,54.8,0.47,6008200302,43.62847489,-79.49287136
117.3,270,0.112,0.42,3.9,0.28,6008200302,43.62847489,-79.49287136
142.7,310,0.007,1.44,9.5,0.51,6008200302,43.62847489,-79.49287136
145.8,790,0.006,0.82,7.8,0.47,6008200302,43.62847489,-79.49287136
107,180,0.049,0.44,3.8,0.28,6008200302,43.62847489,-79.49287136
120.2,230,0.077,0.83,20.5,0.47,6008200302,43.62847489,-79.49287136
142.9,260,0.109,0.51,3.2,0.31,6008200302,43.62847489,-79.49287136
103,330,0.058,0.83,8.8,0.48,6008200302,43.62847489,-79.49287136
101.6,220,0.05,0.95,30.4,0.49,6008200302,43.62847489,-79.49287136
129.7,205,0.12,0.55,4.4,0.34,6008200302,43.62847489,-79.49287136
134,150,0.1,0.38,5.2,0.41,6008200302,43.62847489,-79.49287136
131,355,0.084,0.4,3.6,0.29,6008200302,43.62847489,-79.49287136
142.5,355,0.021,0.64,63.7,0.47,6008200302,43.62847489,-79.49287136
103,155,0.036,0.3,2.4,0.2,6008200302,43.62847489,-79.49287136
146.1,310,0.04,0.46,4.6,0.31,6008200302,43.62847489,-79.49287136
92,360,0.006,0.22,29.7,0.47,6008200302,43.62847489,-79.49287136
131.5,80,0.032,0.52,5.3,0.43,6008200302,43.62847489,-79.49287136
154.1,225,0.006,0.42,6.8,0.46,6008200302,43.62847489,-79.49287136
80.8,160,0.004,0.64,15.9,0.47,6008200302,43.62847489,-79.49287136
116,360,0.024,0.76,4.8,0.35,6008200302,43.62847489,-79.49287136
125.6,260,0.047,0.24,9.2,0.47,6008200302,43.62847489,-79.49287136
86.8,150,0.007,0.59,6.7,0.46,6008200302,43.62847489,-79.49287136
120.1,220,0.076,0.62,25.2,0.47,6008200302,43.62847489,-79.49287136
121.1,110,0.043,1.58,11,0.48,6008200302,43.62847489,-79.49287136
114.7,140,0.13,0.46,12,0.45,6008200302,43.62847489,-79.49287136
113,300,0.089,0.8,17.5,0.47,6008200302,43.62847489,-79.49287136
106.8,330,0.244,0.5,10.7,0.47,6008200302,43.62847489,-79.49287136
97,110,0.02,0.44,9.2,0.47,6008200302,43.62847489,-79.49287136
106,360,0.007,0.55,4.3,0.34,6008200302,43.62847489,-79.49287136
118,210,0.094,3.6,17.1,1.25,6008200302,43.62847489,-79.49287136
101,230,0.007,0.55,22.4,0.47,6008200302,43.62847489,-79.49287136
121,490,0.011,0.27,2.7,0.23,6008200302,43.62847489,-79.49287136
87.6,130,0.021,0.47,4.7,0.32,6008200302,43.62847489,-79.49287136
128.6,130,0.005,0.64,23.4,0.47,6008200302,43.62847489,-79.49287136
109,510,0.003,17.8,97.1,1.31,6008200302,43.62847489,-79.49287136
200,185,0.009,0.3,2,0.18,6008200302,43.62847489,-79.49287136
101.9,200,0.153,0.38,5.9,0.44,6008200302,43.62847489,-79.49287136
105,210,0.07,0.34,5.8,0.44,6008200302,43.62847489,-79.49287136
95.5,370,0.035,1.55,227,0.51,6008200302,43.62847489,-79.49287136
113,130,0.006,0.44,5.4,0.43,6008200302,43.62847489,-79.49287136
143,240,0.011,0.73,12.7,0.47,6008200302,43.62847489,-79.49287136
107,200,0.005,0.5,2.3,0.23,6008200302,43.62847489,-79.49287136
145.7,210,0.005,1.13,10.9,0.49,6008200302,43.62847489,-79.49287136
108.2,275,0.011,0.44,5.9,0.44,6008200302,43.62847489,-79.49287136
101.8,260,0.006,0.24,40.7,0.47,6008200302,43.62847489,-79.49287136
130.9,160,0.032,0.41,4.9,0.37,6008200302,43.62847489,-79.49287136
130.8,220,0.005,0.89,10,0.49,6008200302,43.62847489,-79.49287136
113,320,0.011,0.67,27,0.47,6008200302,43.62847489,-79.49287136
189,350,0.113,0.67,13,0.47,6008200302,43.62847489,-79.49287136
108.4,700,0.018,0.37,5.7,0.43,6008200302,43.62847489,-79.49287136
120.4,190,0.009,0.52,19.8,0.47,6008200302,43.62847489,-79.49287136
146.3,155,0.011,0.56,4.3,0.34,6008200302,43.62847489,-79.49287136
123.4,180,0.012,0.58,10,0.48,6008200302,43.62847489,-79.49287136
119,115,0.136,0.32,2.9,0.26,6008200302,43.62847489,-79.49287136
133.5,200,0.012,0.18,11,0.44,6008200302,43.62847489,-79.49287136
108,240,0.014,0.51,3.9,0.3,6008200302,43.62847489,-79.49287136
118.7,410,0.068,0.34,3,0.28,6008200302,43.62847489,-79.49287136
117.1,240,0.035,0.54,123,0.47,6008200302,43.62847489,-79.49287136
113.4,210,0.088,0.37,5.3,0.42,6008200302,43.62847489,-79.49287136
128.4,330,0.032,0.38,3.5,0.29,6008200302,43.62847489,-79.49287136
103,180,0.032,0.45,3.4,0.29,6008200302,43.62847489,-79.49287136
130.5,310,0.006,0.82,80.9,0.47,6008200302,43.62847489,-79.49287136
92.5,120,0.008,1.22,54,0.5,6008300202,43.73686614,-79.62831823
112.6,350,0.036,0.68,88.9,0.47,6008300202,43.73686614,-79.62831823
148,130,0.0009,0.38,4.4,0.31,6008300202,43.73686614,-79.62831823
120.8,120,0.057,0.96,20.4,0.49,6008300202,43.73686614,-79.62831823
121.4,320,0.0319,0.76,7.8,0.47,6008300202,43.73686614,-79.62831823
