"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)",Phosphorus
124.9,150.0,0.023,0.7,32.6,0.4736589999999957
102.2,210.0,0.194,0.41,10.5,0.46831599999999535
144.9,275.0,0.066,0.85,7.3,0.46735999999999406
162.0,165.0,0.306,0.38,7.3,0.448892999999996
60.8,280.0,0.156,0.61,23.1,0.47378799999999577
115.2,190.0,0.0008,0.53,2.6,0.2943749999999993
107.6,370.0,0.006,0.81,98.0,0.4736589999999957
97.6,260.0,0.2,0.63,10.0,0.4813579999999941
132.9,300.0,0.019,1.76,34.0,0.5106119999999973
162.4,110.0,0.124,0.34,3.4,0.2856720000000016
108.2,310.0,0.017,0.9,54.1,0.4854799999999956
141.0,140.0,0.036,0.33,3.6,0.2861500000000018
141.3,90.0,0.018,0.27,2.3,0.1803859999999997
117.1,250.0,0.01,0.39,6.8,0.4595849999999952
122.6,170.0,0.029,0.48,3.8,0.28849900000000195
99.2,425.0,0.008,0.45,10.8,0.45991199999999577
117.0,320.0,0.038,0.79,20.1,0.4736589999999957
149.8,310.0,0.083,0.25,6.4,0.45032099999999553
-99.0,115.0,0.052,0.75,5.6,0.4796419999999963
106.0,240.0,0.085,0.29,5.6,0.4290129999999957
126.0,240.0,0.072,0.79,14.8,0.4736389999999957
119.1,205.0,0.126,0.31,5.4,0.42912699999999576
149.3,295.0,0.019,0.51,4.9,0.38471099999999836
132.8,240.0,0.013,0.26,9.8,0.4728769999999947
103.0,260.0,0.016,0.55,3.3,0.3277669999999991
121.8,280.0,0.037,0.38,5.8,0.4396199999999955
138.2,250.0,0.009,0.27,1.6,0.16529500000000014
130.5,240.0,0.017,0.58,9.6,0.4811479999999942
113.0,220.0,0.017,0.41,5.1,0.3812009999999989
142.3,100.0,0.017,1.56,13.4,0.5064209999999969
125.2,205.0,0.042,0.47,8.1,0.4609669999999943
109.8,200.0,0.011,0.43,4.4,0.30809700000000123
95.6,165.0,0.007,0.49,2.7,0.2715530000000001
116.0,200.0,0.045,0.69,6.0,0.45531699999999503
100.3,300.0,0.06,1.04,48.1,0.4906839999999959
112.3,340.0,0.041,0.31,2.7,0.24361600000000064
101.3,200.0,0.11,1.15,8.0,0.495704999999994
138.9,180.0,0.038,0.32,2.0,0.19314999999999888
101.7,230.0,0.013,0.49,12.0,0.4498899999999963
104.0,430.0,0.005,0.26,3.1,0.2521180000000017
100.6,165.0,0.024,0.47,3.0,0.28541200000000044
102.6,855.0,0.035,0.31,4.5,0.29745800000000133
134.6,240.0,0.045,0.45,4.2,0.3017400000000017
74.0,110.0,0.03,0.4,4.5,0.30736400000000125
110.4,200.0,0.004,0.48,10.3,0.47188399999999503
112.0,110.0,0.025,0.46,3.0,0.2823590000000006
123.0,245.0,0.014,0.39,8.8,0.4744999999999946
113.3,285.0,0.019,0.88,107.0,0.4747109999999958
110.3,130.0,0.033,0.64,10.2,0.4798859999999943
124.0,160.0,0.016,0.73,10.9,0.46673499999999535
210.7,500.0,0.004,0.39,2.7,0.2644670000000005
111.0,220.0,0.019,0.56,9.8,0.4810459999999942
119.0,280.0,0.024,0.59,5.9,0.44701599999999464
158.0,315.0,0.085,0.38,6.1,0.4476929999999956
121.0,150.0,0.013,0.26,3.8,0.25296600000000236
107.7,350.0,0.037,0.825,90.5,0.4737369999999957
133.1,290.0,0.064,0.55,4.7,0.34594499999999895
123.5,140.0,0.018,0.42,9.2,0.4747429999999946
156.0,280.0,0.181,0.35,11.4,0.44602499999999673
109.0,420.0,0.0009,1.93,45.7,0.5213519999999975
124.0,180.0,0.008,0.52,4.4,0.3389499999999993
154.9,310.0,0.1,0.61,51.2,0.47336799999999574
104.3,215.0,0.008,0.51,3.6,0.30670000000000064
86.8,290.0,0.0009,0.54,16.0,0.4728989999999958
151.1,475.0,0.011,0.18,4.4,0.2809940000000021
110.1,195.0,0.074,1.16,27.5,0.4978539999999959
112.0,160.0,0.209,0.91,34.3,0.48597699999999555
122.4,215.0,0.008,0.59,19.1,0.4734189999999957
110.4,210.0,0.027,0.4,3.8,0.2812330000000023
122.0,180.0,0.04,0.39,2.9,0.2765460000000008
141.9,300.0,0.004,0.45,7.3,0.4603559999999945
109.6,125.0,0.093,4.72,7.4,1.2853719999999964
132.4,460.0,0.013,0.4,8.6,0.4743949999999946
115.8,170.0,0.172,0.65,32.9,0.47402799999999573
106.0,215.0,0.003,0.42,5.5,0.43013999999999564
122.2,150.0,0.025,0.48,2.3,0.21975299999999784
150.3,365.0,0.009,0.38,7.8,0.4593939999999946
117.7,195.0,0.012,0.51,3.6,0.30670000000000064
103.4,390.0,0.005,0.62,26.9,0.4734189999999957
78.0,165.0,0.008,0.52,1.9,0.25965899999999753
120.0,490.0,0.009,0.68,6.3,0.45825499999999486
104.8,395.0,0.005,2.99,2.2,0.37977699999999887
109.9,150.0,0.009,0.55,38.6,0.47329899999999575
91.0,420.0,0.006,0.49,1.1,0.16712699999999994
135.6,400.0,0.082,0.56,8.5,0.4779259999999941
154.8,95.0,0.007,1.77,15.6,0.5106119999999973
120.2,120.0,0.021,0.4,4.1,0.28994800000000226
101.1,310.0,0.006,0.28,16.0,0.46620599999999635
134.3,200.0,0.001,0.3,8.6,0.4731829999999947
163.7,230.0,0.131,0.42,3.4,0.28731000000000173
105.4,320.0,0.003,1.52,6.5,0.4946089999999974
107.1,190.0,0.027,0.73,39.7,0.4736589999999957
103.2,150.0,0.008,0.74,19.0,0.4736589999999957
128.7,135.0,0.006,0.69,12.2,0.4527629999999961
175.3,130.0,0.012,0.59,3.9,0.32445000000000007
152.7,190.0,0.008,0.33,9.2,0.4740069999999946
136.8,230.0,0.019,0.8,14.7,0.4736589999999957
111.7,255.0,0.652,0.21,2.4,0.15543800000000021
130.8,230.0,0.0009,0.34,1.4,0.18516599999999966
95.0,265.0,0.017,0.59,19.1,0.4734189999999957
114.0,170.0,0.05,0.35,2.0,0.20673599999999825
121.6,275.0,0.034,0.34,12.0,0.44550299999999676
121.4,155.0,0.005,0.74,37.2,0.4736589999999957
116.3,130.0,0.098,1.88,143.0,0.5115949999999972
98.5,160.0,0.006,0.33,2.5,0.22141799999999917
115.0,150.0,0.001,1.06,16.7,0.4922389999999959
130.6,460.0,0.004,0.34,2.8,0.2694810000000005
83.4,125.0,0.003,0.95,11.7,0.4654189999999961
118.7,120.0,0.006,0.88,46.4,0.4747109999999958
120.2,280.0,0.019,0.26,9.9,0.4728769999999947
98.0,140.0,0.008,0.39,6.8,0.4595849999999952
122.0,250.0,0.008,0.45,4.5,0.31042500000000106
135.4,900.0,0.011,0.84,2.6,0.32597599999999854
196.0,160.0,0.003,0.62,3.4,0.32705099999999926
112.7,305.0,0.01,0.3,4.6,0.2961660000000013
147.9,190.0,0.094,0.73,178.0,0.4736079999999957
112.0,250.0,0.027,0.84,7.5,0.467169999999994
139.5,240.0,0.0009,0.5,3.4,0.3005300000000007
133.0,350.0,0.08,0.29,4.8,0.29843400000000125
112.2,370.0,0.162,0.57,34.8,0.47376999999999575
107.0,150.0,0.007,0.37,49.7,0.4668169999999963
121.0,390.0,0.033,0.62,9.2,0.48182299999999406
-99.0,245.0,0.007,0.86,17.2,0.5113739999999977
98.8,320.0,0.005,0.26,46.4,0.46620599999999635
124.0,160.0,0.027,0.27,2.0,0.17424999999999988
122.0,160.0,0.013,0.45,8.9,0.4751749999999946
118.7,230.0,0.007,0.48,1.9,0.21351499999999815
106.0,270.0,0.019,0.93,133.0,0.48580099999999554
106.4,160.0,0.039,0.49,3.5,0.29409300000000116
109.0,340.0,0.02,0.54,5.5,0.43774799999999464
122.0,175.0,0.017,0.4,13.7,0.46728799999999626
134.0,200.0,0.061,0.44,8.2,0.4595419999999945
91.0,555.0,0.048,0.54,4.3,0.3353579999999996
115.0,160.0,0.041,0.82,19.8,0.4735489999999957
102.0,245.0,0.002,0.8,11.6,0.4527629999999961
104.3,405.0,0.001,0.29,5.9,0.43864299999999556
104.0,380.0,0.07,0.25,2.7,0.2209380000000008
150.9,290.0,0.005,0.41,22.1,0.46728799999999626
125.5,240.0,0.019,0.679,2.0,0.2856119999999974
-99.0,310.0,0.007,0.71,3.2,0.3091199999999995
138.2,140.0,0.171,0.07,2.5,0.12700799999999937
104.1,150.0,0.052,0.8,15.8,0.47366699999999573
95.0,110.0,1.65,0.49,6.7,0.6606379999999937
118.3,310.0,0.051,0.48,8.2,0.4630509999999941
102.0,130.0,0.078,0.39,12.6,0.4679899999999962
123.3,1100.0,0.069,4.67,2310.0,1.2915920000000012
125.0,115.0,0.035,0.5,23.7,0.4717559999999958
112.6,305.0,0.023,0.56,21.9,0.47329899999999575
134.0,170.0,0.044,1.13,7.9,0.4909689999999943
114.4,385.0,0.005,0.65,1.0,0.2706169999999978
112.5,145.0,0.008,0.46,5.0,0.3769409999999993
116.0,420.0,0.093,0.51,6.4,0.456342999999995
153.3,165.0,0.079,0.49,4.1,0.2972050000000014
97.1,280.0,0.03,0.44,14.4,0.46734399999999626
137.0,320.0,0.006,0.54,3.2,0.3265859999999992
81.0,270.0,0.008,1.4,93.2,0.501953999999996
171.0,380.0,0.055,0.55,11.7,0.4524109999999962
87.0,100.0,0.06,0.59,26.5,0.4734269999999957
119.6,400.0,0.009,0.62,4.8,0.34664099999999887
103.0,190.0,0.052,0.45,5.6,0.4319679999999956
171.5,300.0,0.847,1.08,9.2,0.6222869999999997
107.7,580.0,0.145,0.53,11.6,0.4523719999999962
119.0,165.0,0.175,0.4,1.9,0.20786899999999825
94.0,380.0,0.246,25.0,803.0,1.3145290000000045
146.6,455.0,0.006,0.34,3.9,0.28136000000000244
72.0,180.0,0.012,0.69,54.8,0.4736589999999957
117.3,270.0,0.112,0.42,3.9,0.2831440000000023
142.7,310.0,0.007,1.44,9.5,0.5149999999999954
145.8,790.0,0.006,0.82,7.8,0.46697799999999406
107.0,180.0,0.049,0.44,3.8,0.2842790000000021
120.2,230.0,0.077,0.83,20.5,0.47370899999999566
142.9,260.0,0.109,0.51,3.2,0.3069299999999997
103.0,330.0,0.058,0.83,8.8,0.48229799999999395
101.6,220.0,0.05,0.95,30.4,0.48608899999999555
129.7,205.0,0.12,0.55,4.4,0.3406509999999991
134.0,150.0,0.1,0.38,5.2,0.41321699999999717
131.0,355.0,0.084,0.4,3.6,0.2865660000000019
142.5,355.0,0.021,0.64,63.7,0.4736589999999957
103.0,155.0,0.036,0.3,2.4,0.1985679999999995
146.1,310.0,0.04,0.46,4.6,0.313125000000001
92.0,360.0,0.006,0.22,29.7,0.46594899999999634
131.5,80.0,0.032,0.52,5.3,0.4335219999999952
154.1,225.0,0.006,0.42,6.8,0.4595849999999952
80.8,160.0,0.004,0.64,15.9,0.4736589999999957
116.0,360.0,0.024,0.76,4.8,0.35010199999999875
125.6,260.0,0.047,0.24,9.2,0.4732769999999946
86.8,150.0,0.007,0.59,6.7,0.4626119999999948
120.1,220.0,0.076,0.62,25.2,0.47339899999999574
121.1,110.0,0.043,1.58,11.0,0.4830669999999975
114.7,140.0,0.13,0.46,12.0,0.4469239999999966
113.0,300.0,0.089,0.8,17.5,0.4736389999999957
106.8,330.0,0.244,0.5,10.7,0.4701499999999951
97.0,110.0,0.02,0.44,9.2,0.4747989999999946
106.0,360.0,0.007,0.55,4.3,0.3364929999999996
118.0,210.0,0.094,3.6,17.1,1.2468300000000012
101.0,230.0,0.007,0.55,22.4,0.47329899999999575
121.0,490.0,0.011,0.27,2.7,0.22579700000000083
87.6,130.0,0.021,0.47,4.7,0.3210300000000006
128.6,130.0,0.005,0.64,23.4,0.4736589999999957
109.0,510.0,0.003,17.8,97.1,1.3144940000000045
200.0,185.0,0.009,0.3,2.0,0.18476299999999926
101.9,200.0,0.153,0.38,5.9,0.4397539999999955
105.0,210.0,0.07,0.34,5.8,0.4394969999999955
95.5,370.0,0.035,1.55,227.0,0.5057659999999969
113.0,130.0,0.006,0.44,5.4,0.43108099999999566
143.0,240.0,0.011,0.73,12.7,0.47435299999999575
107.0,200.0,0.005,0.5,2.3,0.2290389999999979
145.7,210.0,0.005,1.13,10.9,0.4872979999999956
108.2,275.0,0.011,0.44,5.9,0.4402679999999955
101.8,260.0,0.006,0.24,40.7,0.46594899999999634
130.9,160.0,0.032,0.41,4.9,0.3727479999999994
130.8,220.0,0.005,0.89,10.0,0.494915999999994
113.0,320.0,0.011,0.67,27.0,0.4736589999999957
189.0,350.0,0.113,0.67,13.0,0.4736079999999957
108.4,700.0,0.018,0.37,5.7,0.43124699999999566
120.4,190.0,0.009,0.52,19.8,0.4728989999999958
146.3,155.0,0.011,0.56,4.3,0.3374499999999996
123.4,180.0,0.012,0.58,10.0,0.4811479999999942
119.0,115.0,0.136,0.32,2.9,0.2648080000000007
133.5,200.0,0.012,0.18,11.0,0.44092399999999726
108.0,240.0,0.014,0.51,3.9,0.3019390000000012
118.7,410.0,0.068,0.34,3.0,0.27818400000000093
117.1,240.0,0.035,0.54,123.0,0.4728989999999958
113.4,210.0,0.088,0.37,5.3,0.42496499999999615
128.4,330.0,0.032,0.38,3.5,0.2864740000000018
103.0,180.0,0.032,0.45,3.4,0.2901730000000015
130.5,310.0,0.006,0.82,80.9,0.4735489999999957
92.5,120.0,0.008,1.22,54.0,0.5008409999999958
112.6,350.0,0.036,0.68,88.9,0.4736589999999957
148.0,130.0,0.0009,0.38,4.4,0.3058130000000013
120.8,120.0,0.057,0.96,20.4,0.49057099999999587
121.4,320.0,0.0319,0.76,7.8,0.46708799999999406
114.2,225.0,0.016,0.88,21.6,0.4747109999999958
152.0,285.0,0.055,0.41,3.3,0.28721100000000127
111.0,460.0,0.012,0.6,10.6,0.471923999999995
118.0,280.0,0.061,1.59,25.1,0.5048839999999971
114.5,410.0,0.067,0.83,18.8,0.47370899999999566
139.2,340.0,0.004,0.5,7.2,0.46530499999999475
109.0,250.0,0.003,0.74,28.1,0.4736589999999957
106.9,810.0,0.005,0.6,18.1,0.4734189999999957
101.0,350.0,0.003,0.18,10.9,0.45588099999999643
75.0,220.0,0.025,0.85,17.4,0.4737649999999957
108.0,330.0,0.005,12.49,14.1,1.2915920000000012
114.6,510.0,0.012,1.36,198.0,0.501735999999996
106.0,310.0,0.008,0.33,10.2,0.47179399999999494
188.4,260.0,0.055,1.07,5.1,0.4296059999999973
98.0,210.0,0.018,0.43,12.7,0.46798199999999623
137.0,310.0,0.099,0.63,2.6,0.30795999999999846
110.7,200.0,0.018,0.65,62.7,0.4736589999999957
116.0,240.0,0.012,0.57,11.1,0.4525049999999961
168.2,220.0,0.011,0.24,8.1,0.4580119999999946
114.1,180.0,0.013,0.77,31.4,0.4736589999999957
145.71,150.0,0.0009,1.4,10.8,0.4958079999999957
101.4,240.0,0.006,0.72,40.7,0.4736589999999957
119.0,100.0,0.009,0.39,3.6,0.28655400000000186
105.9,320.0,0.017,0.44,62.6,0.46734399999999626
147.0,255.0,0.041,0.52,2.2,0.26144999999999746
131.7,460.0,0.027,0.26,4.0,0.2539630000000025
152.4,275.0,0.013,0.37,1.8,0.20713299999999876
123.0,165.0,0.018,0.41,3.1,0.28496900000000125
121.5,220.0,0.008,1.05,57.0,0.4917959999999959
109.3,310.0,0.005,0.43,0.9,0.15730300000000047
147.2,450.0,0.019,0.55,10.0,0.4810459999999942
143.7,140.0,0.007,0.4,4.1,0.2898310000000022
54.0,320.0,0.032,0.38,5.3,0.4249559999999962
115.5,180.0,0.012,0.58,4.4,0.34266899999999917
79.0,135.0,0.006,0.32,2.2,0.19488399999999872
114.4,285.0,0.005,0.23,8.6,0.4729289999999947
118.1,385.0,0.006,0.54,10.1,0.48064599999999424
114.3,260.0,0.003,0.61,9.1,0.4817579999999941
108.9,270.0,0.009,0.8,8.4,0.4691819999999939
126.1,150.0,0.008,0.81,7.2,0.46755199999999475
134.6,680.0,0.049,0.41,1.8,0.20763999999999866
145.6,130.0,0.01,0.43,1.8,0.21046899999999852
118.0,210.0,0.009,0.63,6.4,0.4583499999999949
137.4,50.0,0.055,0.68,26.2,0.47366699999999573
117.0,480.0,0.008,0.79,5.7,0.4410449999999946
124.0,160.0,0.014,0.97,15.3,0.49057099999999587
113.0,140.0,0.017,0.56,35.3,0.47329899999999575
154.5,150.0,0.005,0.78,10.8,0.46673499999999535
134.9,400.0,0.032,0.71,5.5,0.4389399999999945
105.8,435.0,0.022,2.6,392.0,0.585216999999999
106.7,160.0,0.014,0.49,14.1,0.4710659999999959
103.6,190.0,0.017,0.27,4.9,0.3676029999999996
126.3,180.0,0.005,0.82,22.2,0.4735489999999957
142.0,300.0,0.055,0.45,5.1,0.3826029999999987
99.8,300.0,0.028,0.44,4.0,0.2849680000000022
90.0,125.0,0.044,0.44,6.9,0.46038899999999516
79.8,120.0,0.035,0.25,3.2,0.2558730000000018
125.5,365.0,0.025,0.59,25.3,0.4734189999999957
89.5,370.0,0.053,1.41,16.0,0.501953999999996
121.4,300.0,0.055,0.35,5.4,0.4302779999999957
124.5,110.0,0.023,0.31,57.0,0.4662029999999963
118.8,220.0,0.014,0.5,39.7,0.4717559999999958
117.3,360.0,0.014,0.55,7.6,0.4668499999999941
110.0,120.0,0.048,0.83,44.3,0.4737369999999957
110.0,340.0,0.053,0.67,8.3,0.4664749999999939
104.5,190.0,0.018,0.67,2.3,0.2882769999999977
104.2,120.0,0.034,0.55,6.0,0.45452499999999507
152.0,200.0,0.03,0.63,2.9,0.3192099999999986
121.8,305.0,0.011,0.43,4.8,0.31558200000000103
109.0,160.0,0.008,0.41,11.0,0.4448219999999967
140.0,330.0,0.005,0.61,4.8,0.34695199999999893
100.0,145.0,0.061,0.52,1.4,0.23597099999999774
160.7,190.0,0.05,0.84,2.2,0.3082379999999976
116.0,200.0,0.034,0.43,3.4,0.2881380000000017
188.4,145.0,0.05,0.95,11.3,0.4654189999999961
107.5,330.0,0.039,0.42,7.2,0.46048299999999515
132.7,250.0,0.027,0.37,9.8,0.4734879999999947
130.8,220.0,0.035,0.28,2.2,0.18025599999999958
155.0,210.0,0.022,0.82,10.2,0.4797759999999943
90.4,145.0,0.022,0.43,55.7,0.46728799999999626
86.0,170.0,0.013,5.14,330.0,1.2915920000000012
115.1,150.0,0.009,0.67,7.7,0.4671199999999941
103.0,100.0,0.024,0.31,4.7,0.30492800000000125
121.3,220.0,0.022,0.59,12.0,0.4525229999999961
109.5,170.0,0.02,0.4,3.5,0.2857400000000019
151.4,390.0,0.063,0.56,15.2,0.4732789999999958
90.3,280.0,0.006,0.58,11.4,0.4525049999999961
111.3,230.0,0.008,0.39,3.6,0.28655400000000186
109.0,200.0,0.043,0.79,4.6,0.3470979999999987
105.7,255.0,0.047,0.46,1.7,0.20682399999999887
118.5,140.0,0.024,0.35,4.4,0.30681600000000137
229.3,250.0,0.012,0.5,20.7,0.4717559999999958
116.8,60.0,0.08,0.84,84.0,0.47370899999999566
122.7,220.0,0.007,0.38,1.8,0.20711099999999874
151.7,350.0,0.013,0.34,1.7,0.19918799999999912
129.4,590.0,0.014,0.71,31.3,0.4736589999999957
115.0,150.0,0.028,1.57,18.4,0.5047839999999971
132.1,285.0,0.033,0.49,2.5,0.23091799999999899
97.6,575.0,0.016,1.02,195.0,0.4906839999999959
118.0,320.0,0.006,0.62,65.2,0.4734189999999957
114.3,255.0,0.004,0.43,4.7,0.315529000000001
113.2,240.0,0.017,0.38,4.9,0.37201799999999946
145.9,160.0,0.003,0.65,11.1,0.4527629999999961
141.0,225.0,0.004,0.49,8.2,0.46304299999999415
137.5,370.0,0.008,0.66,6.3,0.45825499999999486
139.4,275.0,0.038,0.99,2.0,0.33651999999999793
108.2,200.0,0.01,0.55,2.2,0.28466199999999764
92.5,135.0,0.037,0.44,22.6,0.46734399999999626
117.1,240.0,0.058,0.32,30.9,0.4662029999999963
124.2,250.0,0.04,1.01,32.9,0.4906839999999959
128.0,180.0,0.002,0.62,41.1,0.4734189999999957
130.2,160.0,0.005,0.34,6.2,0.4504709999999955
123.0,200.0,0.009,0.63,58.3,0.4734189999999957
103.9,190.0,0.001,0.79,54.7,0.4736589999999957
111.0,240.0,0.0009,0.53,3.0,0.3163409999999992
104.1,235.0,0.002,0.59,6.1,0.455286999999995
139.0,140.0,0.009,0.92,2.4,0.3347669999999986
121.4,290.0,0.006,0.19,1.8,0.1423120000000003
101.1,195.0,0.001,0.58,29.3,0.47340099999999574
117.8,245.0,0.002,0.67,8.9,0.482761999999994
112.0,195.0,0.019,0.58,15.4,0.47340099999999574
122.3,490.0,0.0009,0.58,3.1,0.3276549999999992
172.6,195.0,0.0009,0.44,4.3,0.3018270000000017
111.0,190.0,0.004,0.47,3.8,0.28792900000000193
96.5,210.0,0.015,0.47,5.5,0.4320579999999953
98.0,240.0,0.003,0.4,6.7,0.45645999999999537
108.0,195.0,0.055,1.35,7.2,0.5008669999999957
108.0,260.0,0.005,0.4,7.1,0.4603329999999952
113.0,310.0,0.007,1.85,519.0,0.5110599999999972
124.6,460.0,0.011,0.85,102.0,0.4737649999999957
133.9,150.0,0.016,0.43,2.0,0.211194999999998
110.0,190.0,0.002,0.17,8.1,0.4551989999999952
99.6,235.0,0.004,1.02,15.5,0.4906839999999959
125.0,290.0,0.007,0.5,20.0,0.4717559999999958
96.8,500.0,0.027,1.67,206.0,0.5050789999999972
102.0,190.0,0.005,0.29,7.1,0.45912399999999526
126.0,350.0,0.047,0.7,3.9,0.3243039999999998
80.0,240.0,0.028,1.07,29.6,0.4924649999999959
112.1,300.0,0.025,0.77,31.8,0.4736589999999957
174.0,130.0,0.01,0.55,4.1,0.3306899999999998
96.5,260.0,0.005,0.47,21.2,0.468776999999996
112.8,310.0,0.01,0.43,3.8,0.2827760000000023
205.6,240.0,0.013,0.48,9.0,0.47845599999999433
121.5,400.0,0.002,0.4,8.6,0.4743949999999946
108.0,190.0,0.005,0.42,2.7,0.2662100000000005
131.5,350.0,0.009,0.57,5.8,0.4470079999999947
169.2,250.0,0.012,0.5,3.3,0.3011500000000002
113.0,150.0,0.023,0.43,2.7,0.2667060000000005
99.0,200.0,0.008,0.56,6.2,0.45753799999999495
120.5,260.0,0.007,0.38,6.4,0.45107799999999554
151.4,240.0,0.018,1.01,2.5,0.3426979999999987
130.6,700.0,0.005,1.02,83.7,0.4906839999999959
122.0,155.0,0.027,0.72,5.1,0.39845299999999745
103.0,190.0,0.011,0.44,1.9,0.2115819999999981
115.0,250.0,0.02,0.47,10.4,0.46959499999999516
136.6,310.0,0.04,0.61,1.7,0.28558199999999734
105.0,150.0,0.075,0.35,2.8,0.2709960000000006
134.0,235.0,0.005,0.54,5.3,0.43391199999999513
96.0,120.0,0.033,0.43,4.9,0.3737039999999994
109.2,245.0,0.009,0.44,19.7,0.46734399999999626
102.0,120.0,0.028,0.85,10.8,0.4668409999999953
117.2,505.0,0.023,0.57,141.0,0.47340099999999574
102.4,290.0,0.014,0.36,1.8,0.20716299999999876
113.0,280.0,0.007,0.42,5.5,0.43013999999999564
104.0,220.0,0.022,0.38,12.0,0.4456039999999967
108.0,220.0,0.015,5.4,61.9,1.2915920000000012
131.5,210.0,0.014,0.42,5.1,0.38194999999999885
195.1,175.0,0.008,0.54,5.8,0.44638899999999476
112.4,190.0,0.05,0.43,10.3,0.4681139999999953
94.0,215.0,0.028,0.67,5.9,0.4474109999999947
124.0,410.0,0.019,0.22,9.2,0.4732769999999946
106.9,180.0,0.019,0.87,26.5,0.4737649999999957
114.9,220.0,0.085,0.45,3.8,0.28453300000000203
127.8,155.0,0.019,0.29,1.4,0.15901700000000024
97.6,80.0,0.163,0.48,185.0,0.47141199999999595
131.3,85.0,0.01,0.62,3.9,0.3237230000000001
112.5,290.0,0.025,0.92,11.6,0.4651309999999961
125.2,130.0,0.033,0.44,5.6,0.43188299999999563
140.3,220.0,0.053,0.27,5.8,0.43881299999999557
110.0,150.0,0.017,0.29,1.7,0.17169100000000007
110.2,150.0,0.004,0.48,1.3,0.19283099999999942
111.3,330.0,0.007,1.06,263.0,0.4922389999999959
105.0,250.0,0.005,3.75,17.6,1.2899170000000022
101.1,250.0,0.004,0.75,26.1,0.4736589999999957
169.2,180.0,0.008,0.25,4.4,0.2865510000000018
108.3,255.0,0.003,0.36,5.0,0.3738899999999995
100.7,290.0,0.019,0.55,3.2,0.32770799999999906
107.1,155.0,0.006,0.46,13.3,0.4681509999999962
114.15,210.0,0.008,0.39,1.9,0.20771499999999835
89.7,300.0,0.002,0.99,35.1,0.4906839999999959
122.0,230.0,0.194,0.757,16.5,0.47385099999999575
102.0,160.0,0.065,0.77,9.1,0.48237799999999403
98.3,233.0,0.006,0.54,4.7,0.3457249999999991
86.0,180.0,0.018,0.55,6.7,0.46249199999999485
117.0,150.0,0.009,0.41,5.1,0.3812009999999989
118.6,410.0,0.02,0.6,116.0,0.4734189999999957
130.4,325.0,0.014,0.98,29.9,0.49057099999999587
143.5,210.0,0.01,0.36,0.5,0.2142175
98.0,190.0,0.14,0.41,1.6,0.1994949999999991
135.6,475.0,0.021,0.51,13.1,0.4717559999999958
119.1,125.0,0.008,0.9,51.0,0.4854799999999956
101.2,300.0,0.014,0.36,6.4,0.4511149999999956
110.5,210.0,0.003,0.36,5.1,0.3810709999999989
116.2,190.0,0.022,0.41,13.8,0.46728799999999626
124.0,225.0,0.006,0.34,2.2,0.2069579999999982
120.4,195.0,0.001,0.4,1.3,0.1880149999999996
120.1,600.0,0.069,1.8,464.0,0.5108749999999972
134.0,330.0,0.012,0.75,10.8,0.46673499999999535
111.0,270.0,0.004,1.49,34.1,0.5036479999999968
100.1,180.0,0.001,0.44,7.8,0.4600849999999945
113.0,510.0,0.003,0.59,9.5,0.48116599999999415
111.9,90.0,0.008,1.5,11.9,0.48275699999999716
112.4,375.0,0.004,0.6,27.8,0.4734189999999957
130.9,660.0,0.008,1.24,364.0,0.501400999999996
144.0,270.0,0.004,0.39,6.4,0.4518399999999955
154.1,200.0,0.006,0.59,23.2,0.4734189999999957
115.9,155.0,0.021,0.56,5.8,0.4467889999999948
94.5,200.0,0.003,0.74,4.0,0.32531499999999985
101.6,170.0,0.009,0.43,2.5,0.22734999999999905
97.0,180.0,0.002,1.14,13.5,0.4967159999999959
124.4,330.0,0.013,0.41,12.1,0.4461119999999967
113.3,320.0,0.001,0.42,6.9,0.4603329999999952
131.4,425.0,0.007,0.56,9.1,0.4816379999999941
121.4,650.0,0.015,0.73,3.6,0.32883099999999915
50.2,335.0,0.014,0.47,30.6,0.468776999999996
119.0,265.0,0.131,0.48,6.6,0.459557999999995
124.2,210.0,0.02,0.37,3.8,0.2824020000000022
105.5,220.0,0.121,0.49,2.5,0.23108099999999887
123.3,255.0,0.004,0.97,3.9,0.36512899999999937
125.4,260.0,0.003,0.43,2.9,0.2776820000000008
102.0,240.0,0.005,1.19,118.0,0.49797699999999595
93.0,140.0,0.008,0.65,51.7,0.4736589999999957
165.0,295.0,0.004,0.58,3.4,0.3284369999999994
141.6,140.0,0.003,0.37,3.5,0.28710000000000185
119.4,320.0,0.004,0.76,71.2,0.4736589999999957
141.3,280.0,0.009,0.95,4.0,0.36480799999999924
153.8,400.0,0.027,0.57,6.7,0.46259399999999484
198.0,310.0,0.007,1.13,6.7,0.4870989999999959
124.1,200.0,0.004,0.4,7.6,0.46030599999999455
118.7,170.0,0.011,0.41,7.7,0.46006099999999456
106.0,380.0,0.039,0.42,1.4,0.19126599999999946
107.4,280.0,0.014,0.72,29.2,0.4736589999999957
130.0,260.0,0.042,0.51,22.9,0.4717559999999958
117.4,190.0,0.01,0.36,2.6,0.24568000000000018
103.8,210.0,0.008,0.54,3.2,0.32663899999999924
114.4,200.0,0.007,0.56,155.0,0.47329899999999575
119.7,215.0,0.003,0.46,8.4,0.4627829999999944
116.0,285.0,0.01,0.82,323.0,0.4735489999999957
