"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)",Phosphorus
158.3,760.0,0.002,0.31,5.0,0.37
93.0,460.0,0.007,0.28,2.1,0.18
120.0,220.0,0.06,1.06,4.7,0.39
152.0,150.0,0.043,0.3,7.1,0.46
109.0,175.0,0.036,0.74,22.7,0.47
168.6,250.0,0.032,0.41,12.1,0.45
124.0,290.0,0.039,0.38,3.2,0.29
121.0,255.0,0.037,0.16,12.9,0.46
116.0,110.0,0.053,0.52,4.5,0.34
113.0,220.0,0.006,0.29,2.4,0.19
99.0,220.0,0.004,0.49,2.5,0.23
149.2,70.0,0.011,0.48,4.9,0.38
118.6,160.0,0.005,0.56,3.4,0.33
114.0,170.0,0.013,0.46,17.1,0.47
104.0,260.0,0.006,2.37,33.9,0.52
132.6,305.0,0.005,0.42,4.1,0.29
138.0,210.0,0.011,0.23,2.1,0.15
126.8,105.0,0.006,0.26,5.3,0.42
113.3,470.0,0.005,0.4,4.5,0.31
130.1,380.0,0.009,0.59,9.8,0.48
102.0,200.0,0.007,0.28,1.8,0.18
115.4,180.0,0.004,0.39,6.0,0.45
107.4,190.0,0.009,0.43,5.9,0.44
139.8,300.0,0.007,1.67,3.7,0.4
149.0,250.0,0.003,0.25,1.0,0.11
150.3,300.0,0.009,0.23,4.5,0.28
107.0,200.0,0.013,0.73,16.9,0.47
104.4,140.0,0.011,0.35,2.3,0.21
100.9,160.0,0.007,0.33,4.6,0.31
116.1,220.0,0.033,0.99,57.4,0.49
116.7,190.0,0.008,0.56,8.1,0.47
199.3,200.0,0.066,0.37,3.9,0.28
141.0,95.0,0.008,0.46,1.4,0.19
116.2,330.0,0.006,1.73,4.2,0.42
113.4,270.0,0.003,2.8,12.5,1.03
200.6,180.0,0.006,0.72,7.2,0.47
153.1,210.0,0.003,0.46,6.6,0.46
152.26,320.0,0.015,0.69,6.7,0.46
109.0,180.0,0.008,0.68,11.6,0.45
117.0,290.0,0.007,0.77,4.1,0.33
109.0,140.0,0.008,0.22,1.1,0.1
172.9,240.0,0.014,0.94,4.9,0.41
109.4,245.0,0.003,0.8,13.7,0.47
116.0,360.0,0.009,0.7,92.9,0.47
89.2,105.0,0.016,0.34,3.7,0.28
79.0,380.0,0.012,0.3,8.0,0.46
106.0,340.0,0.005,0.27,13.4,0.47
104.4,150.0,0.012,0.5,58.9,0.47
131.8,160.0,0.012,0.46,6.4,0.45
114.7,240.0,0.009,0.29,0.9,0.12
144.3,270.0,0.009,0.4,4.8,0.31
164.6,120.0,0.034,0.53,4.4,0.34
125.3,155.0,0.031,0.41,4.8,0.31
128.6,190.0,0.012,0.31,4.1,0.28
142.3,415.0,0.011,0.54,214.0,0.47
109.1,145.0,0.007,0.44,49.4,0.47
110.4,295.0,0.006,0.4,5.0,0.37
118.5,230.0,0.005,0.49,10.2,0.48
101.9,220.0,0.015,0.42,4.9,0.37
119.6,190.0,0.011,0.64,8.6,0.48
122.0,-99.0,0.014,0.37,2.2,0.21
113.5,280.0,0.007,0.34,6.7,0.46
93.7,310.0,0.007,0.77,24.8,0.47
110.1,345.0,0.028,1.2,38.3,0.5
119.2,275.0,0.007,0.53,11.5,0.45
113.1,205.0,0.014,0.42,5.7,0.43
122.8,560.0,0.007,0.71,8.0,0.47
109.0,390.0,0.015,0.23,7.2,0.46
129.2,130.0,0.016,0.36,2.9,0.28
148.5,510.0,0.005,0.81,46.4,0.47
106.0,400.0,0.008,0.43,3.0,0.28
127.8,320.0,0.023,0.53,24.6,0.47
124.6,490.0,0.013,0.33,2.7,0.26
107.6,440.0,0.021,0.86,34.3,0.47
106.7,285.0,0.083,0.8,1.0,0.28
125.0,200.0,0.013,0.22,5.3,0.42
99.2,130.0,0.052,0.26,3.9,0.25
132.3,140.0,0.026,0.34,2.9,0.28
127.5,320.0,0.013,0.48,8.9,0.48
109.9,435.0,0.011,0.27,41.1,0.47
117.1,340.0,0.007,0.56,141.0,0.47
114.4,250.0,0.007,0.72,5.1,0.4
143.2,145.0,0.011,0.43,6.6,0.46
112.5,205.0,0.005,0.7,62.9,0.47
102.8,450.0,0.006,0.85,4.2,0.36
139.9,560.0,0.06,0.59,8.1,0.47
128.6,190.0,0.02,0.43,8.0,0.46
157.9,305.0,0.006,0.57,4.9,0.39
162.2,130.0,0.007,0.37,17.6,0.47
112.0,430.0,0.016,0.46,13.2,0.47
116.3,340.0,0.013,0.29,2.9,0.25
111.3,230.0,0.02,0.38,33.0,0.47
105.0,340.0,0.006,0.52,2.5,0.27
114.3,300.0,0.007,0.79,6.4,0.46
108.0,360.0,0.09,0.61,5.9,0.45
98.0,400.0,0.081,0.42,5.9,0.44
-99.0,225.0,0.198,0.5,31.8,0.51
96.4,180.0,0.149,0.44,31.1,0.47
109.0,150.0,0.056,0.7,99.6,0.47
147.0,190.0,0.155,0.49,4.8,0.32
102.8,120.0,0.03,0.61,4.9,0.39
101.2,200.0,0.018,0.41,1.5,0.19
118.0,465.0,0.007,0.56,8.4,0.47
128.9,280.0,0.023,0.54,8.3,0.47
106.0,220.0,0.008,1.579,6.8,0.51
119.7,350.0,0.021,0.56,6.4,0.46
135.8,315.0,0.018,0.41,5.2,0.41
104.8,295.0,0.027,0.53,9.0,0.48
138.5,390.0,0.011,0.5,9.4,0.48
127.9,270.0,0.011,0.4,6.7,0.46
130.0,190.0,0.01,0.37,3.7,0.29
128.4,120.0,0.051,0.9,32.0,0.49
178.2,150.0,0.009,0.39,4.6,0.31
127.1,440.0,0.017,0.74,98.5,0.47
122.2,450.0,0.026,0.59,4.7,0.35
122.1,280.0,0.025,0.34,3.5,0.29
108.0,190.0,0.006,0.48,8.9,0.48
118.8,205.0,0.094,1.18,173.0,0.5
120.2,250.0,0.109,0.39,3.9,0.28
125.4,500.0,0.025,0.75,14.3,0.47
114.0,660.0,0.037,0.37,2.5,0.23
87.6,150.0,0.062,0.44,24.0,0.47
127.0,250.0,0.023,0.6,4.5,0.34
99.0,350.0,0.04,1.15,230.0,0.5
137.0,230.0,0.022,0.39,4.0,0.28
105.0,390.0,0.017,1.15,229.0,0.5
108.0,390.0,0.01,0.21,21.1,0.47
120.1,200.0,0.016,0.49,6.0,0.45
150.6,230.0,0.008,0.37,8.6,0.47
130.2,210.0,0.005,0.39,2.9,0.28
146.6,135.0,0.008,0.65,15.5,0.47
156.0,630.0,0.018,0.34,14.0,0.47
129.5,385.0,0.011,0.67,39.6,0.47
119.0,230.0,0.005,0.54,19.4,0.47
114.6,170.0,0.007,0.4,1.4,0.19
118.7,220.0,0.008,0.7,15.2,0.47
108.0,170.0,0.011,0.37,3.1,0.29
139.0,240.0,0.009,0.18,2.2,0.15
104.2,240.0,0.018,0.5,2.8,0.28
143.5,240.0,0.026,0.88,5.1,0.41
108.3,260.0,0.063,0.58,4.4,0.34
117.3,655.0,0.047,0.98,4.7,0.39
186.9,220.0,0.037,0.32,7.4,0.46
93.7,350.0,0.022,0.73,4.7,0.35
132.7,200.0,0.016,0.4,3.6,0.29
90.0,150.0,0.015,0.36,1.7,0.2
121.3,295.0,0.141,0.4,30.0,0.47
124.3,250.0,0.004,0.31,8.3,0.46
140.0,385.0,0.014,1.01,11.3,0.47
103.0,255.0,0.004,0.44,17.2,0.47
118.2,150.0,0.004,0.49,2.9,0.28
109.7,150.0,0.004,0.5,8.8,0.48
110.0,170.0,0.011,0.75,35.6,0.47
100.4,160.0,0.011,0.38,3.9,0.28
120.3,230.0,0.003,0.49,13.6,0.47
137.0,380.0,0.007,0.49,6.3,0.45
96.6,270.0,0.013,0.4,2.9,0.28
146.2,190.0,0.004,0.37,2.8,0.27
117.9,130.0,0.004,0.5,4.3,0.31
142.0,130.0,0.021,0.45,6.3,0.45
102.0,140.0,0.007,0.89,8.6,0.5
101.3,210.0,0.011,0.51,5.2,0.42
125.3,290.0,0.003,0.67,7.0,0.47
96.0,500.0,0.048,0.6,11.6,0.45
107.0,360.0,0.02,1.16,6.9,0.5
132.7,160.0,0.024,0.62,2.1,0.29
153.0,190.0,0.038,0.46,1.6,0.2
183.4,350.0,0.04,0.37,9.0,0.47
132.0,150.0,0.021,0.36,55.2,0.47
110.0,170.0,0.038,0.55,3.7,0.33
122.8,290.0,0.014,0.51,6.5,0.46
160.8,300.0,0.006,0.58,3.6,0.33
102.0,480.0,0.041,0.52,5.5,0.44
145.3,345.0,0.004,0.45,9.5,0.47
136.1,185.0,0.008,0.83,7.5,0.47
99.4,210.0,0.033,0.37,6.4,0.45
107.5,370.0,0.049,0.59,20.8,0.47
113.9,200.0,0.018,1.06,4.3,0.38
109.3,340.0,0.024,0.72,29.4,0.47
147.5,335.0,0.02,0.34,8.2,0.46
109.3,260.0,0.015,0.57,9.4,0.48
105.0,190.0,0.01,0.45,23.0,0.47
101.5,210.0,0.011,0.31,6.3,0.45
141.2,265.0,0.014,0.44,2.7,0.27
122.0,265.0,0.003,0.43,12.7,0.47
123.5,195.0,0.01,0.37,2.0,0.21
110.0,180.0,0.054,0.49,8.6,0.48
137.5,190.0,0.026,0.34,4.3,0.3
123.7,200.0,0.028,0.44,19.8,0.47
95.0,345.0,0.032,0.6,10.2,0.48
106.6,235.0,0.037,0.45,4.1,0.29
114.4,155.0,0.016,0.39,0.9,0.15
103.0,110.0,0.027,0.82,86.7,0.47
112.6,310.0,0.008,0.62,15.0,0.47
199.0,500.0,0.034,0.36,1.5,0.19
101.0,390.0,0.01,0.52,30.2,0.47
130.9,145.0,0.005,0.26,39.2,0.47
96.0,130.0,0.015,0.47,6.9,0.46
113.0,130.0,0.012,0.65,8.9,0.48
114.0,420.0,0.01,0.48,7.7,0.46
108.5,195.0,0.016,0.42,4.7,0.32
100.9,190.0,0.033,0.44,7.6,0.46
107.0,310.0,0.005,0.52,4.7,0.34
87.0,370.0,0.006,0.64,22.5,0.47
115.0,200.0,0.012,0.38,2.3,0.21
101.0,155.0,0.013,0.39,4.9,0.37
103.0,250.0,0.003,0.46,2.6,0.25
105.7,190.0,0.013,0.46,2.3,0.22
110.0,180.0,0.024,0.39,18.6,0.47
105.0,85.0,0.042,0.37,8.0,0.46
142.2,145.0,0.036,0.41,3.4,0.29
145.2,155.0,0.053,0.74,1.7,0.28
101.0,100.0,0.079,0.29,1.4,0.16
138.0,1120.0,0.038,0.21,2.0,0.15
112.0,160.0,0.05,0.9,26.5,0.49
118.5,260.0,0.035,0.98,238.0,0.49
137.8,360.0,0.003,1.8,27.8,0.51
101.5,340.0,0.01,0.38,6.4,0.45
112.0,350.0,0.002,1.61,30.4,0.51
135.5,420.0,0.008,0.28,13.3,0.47
157.2,250.0,0.012,0.51,7.6,0.47
168.2,170.0,0.011,0.62,5.0,0.39
140.9,220.0,0.004,0.64,3.7,0.33
114.8,220.0,0.005,0.57,14.3,0.47
112.3,240.0,0.005,0.39,10.3,0.47
118.1,200.0,0.006,0.46,13.2,0.47
113.9,245.0,0.01,1.84,6.5,0.51
110.8,260.0,0.001,0.6,13.4,0.47
138.7,325.0,0.001,0.52,38.4,0.47
140.5,320.0,0.001,0.33,16.0,0.47
148.1,120.0,0.004,0.54,1.5,0.26
122.0,105.0,0.008,0.51,6.6,0.46
141.3,300.0,0.013,0.75,48.9,0.47
108.4,140.0,0.114,0.71,5.1,0.4
116.7,700.0,0.014,0.76,5.7,0.44
110.0,230.0,0.012,0.79,49.0,0.47
108.0,190.0,0.303,1.83,23.6,0.5
124.0,120.0,0.014,0.48,4.7,0.32
133.0,230.0,0.01,0.45,2.0,0.21
135.4,170.0,0.004,0.65,9.8,0.48
106.5,310.0,0.021,0.42,47.1,0.47
112.0,400.0,0.01,1.33,77.9,0.5
118.2,310.0,0.009,0.49,10.0,0.48
139.5,260.0,0.017,0.31,1.2,0.14
111.5,175.0,0.005,0.61,12.0,0.45
103.1,360.0,0.008,0.63,19.8,0.47
106.0,270.0,0.005,0.39,5.5,0.43
138.3,250.0,0.005,0.51,13.4,0.47
127.3,205.0,0.011,0.47,9.7,0.48
116.4,380.0,0.002,0.16,2.5,0.15
144.0,275.0,0.006,0.59,11.6,0.45
87.7,210.0,0.001,0.5,8.6,0.48
109.0,190.0,0.007,0.96,4.3,0.38
139.0,180.0,0.001,0.83,8.4,0.47
118.4,245.0,0.001,0.57,13.5,0.47
103.2,180.0,0.019,0.46,6.9,0.46
108.1,200.0,0.067,0.4,9.9,0.47
114.5,150.0,0.005,0.51,6.0,0.45
88.0,300.0,0.008,0.51,4.2,0.32
135.8,170.0,0.111,0.78,6.7,0.46
116.0,140.0,0.011,0.39,2.4,0.22
96.3,385.0,0.007,0.47,14.6,0.47
85.0,190.0,0.006,0.62,23.2,0.47
129.6,380.0,0.007,0.33,4.2,0.3
148.4,190.0,0.003,0.31,3.7,0.27
91.7,410.0,0.006,0.33,22.2,0.47
119.9,220.0,0.002,0.86,60.5,0.47
115.0,500.0,0.011,0.36,7.8,0.46
110.3,300.0,0.009,1.1,75.0,0.49
133.0,360.0,0.001,0.45,3.6,0.29
112.0,200.0,0.009,0.7,13.7,0.47
128.3,220.0,0.02,0.79,35.1,0.47
123.3,420.0,0.008,0.4,6.9,0.46
113.7,275.0,0.021,0.45,12.9,0.47
119.0,260.0,0.003,1.01,54.3,0.49
136.3,200.0,0.009,0.88,18.8,0.47
128.0,170.0,0.001,0.65,9.3,0.48
151.2,245.0,0.011,0.44,6.4,0.45
122.9,295.0,0.011,0.33,5.1,0.38
103.0,100.0,0.011,0.88,49.7,0.47
117.3,255.0,0.013,0.66,6.3,0.46
101.0,310.0,0.04,1.46,16.6,0.5
142.0,165.0,0.083,0.49,5.3,0.43
160.2,310.0,0.011,0.57,10.8,0.47
106.2,120.0,0.017,0.58,10.3,0.47
129.0,320.0,0.006,0.66,6.7,0.46
126.0,200.0,0.038,0.44,6.2,0.45
83.7,150.0,0.009,0.42,19.8,0.47
78.0,310.0,0.005,0.15,3.8,0.24
137.6,200.0,0.013,0.83,24.7,0.47
150.0,160.0,0.006,1.92,139.0,0.51
115.2,175.0,0.009,0.37,3.4,0.29
144.3,750.0,0.021,0.49,343.0,0.47
106.0,95.0,0.016,0.36,5.5,0.43
97.5,190.0,0.018,2.5,14.1,0.54
102.7,160.0,0.007,0.45,4.5,0.31
94.5,350.0,0.015,1.35,117.0,0.5
152.3,250.0,0.02,4.3,1.7,0.38
103.5,200.0,0.023,0.76,7.4,0.47
91.5,140.0,0.011,0.46,4.1,0.29
112.5,290.0,0.04,0.82,131.0,0.47
99.3,290.0,0.024,0.54,21.9,0.47
129.7,330.0,0.062,1.69,9.8,0.52
112.1,160.0,0.031,0.45,6.2,0.45
126.9,310.0,0.044,0.46,3.2,0.29
135.0,440.0,0.035,0.54,10.0,0.48
112.0,135.0,0.002,0.28,7.0,0.46
122.8,300.0,0.006,0.52,1.5,0.24
141.0,200.0,0.008,0.96,2.6,0.35
95.0,300.0,0.009,2.9,613.0,1.02
118.1,245.0,0.004,0.4,15.3,0.47
142.2,265.0,0.009,0.89,91.6,0.49
99.6,230.0,0.006,1.25,46.3,0.5
166.0,245.0,0.004,0.41,1.9,0.21
148.6,225.0,0.006,0.32,2.6,0.23
116.8,230.0,0.005,0.34,2.6,0.24
100.0,370.0,0.02,0.76,32.1,0.47
122.5,175.0,0.009,0.35,11.8,0.45
141.0,140.0,0.016,1.4,16.7,0.5
109.7,530.0,0.009,1.95,207.0,0.52
98.4,380.0,0.005,0.52,16.4,0.47
111.7,200.0,0.01,0.52,16.8,0.47
102.8,135.0,0.024,0.58,34.0,0.47
160.0,450.0,0.024,0.4,3.8,0.28
101.0,340.0,0.013,1.16,14.9,0.5
107.4,250.0,0.023,0.6,33.2,0.47
113.0,150.0,0.294,0.68,10.1,0.48
135.8,120.0,0.066,1.0,8.5,0.5
131.3,185.0,0.015,0.63,13.6,0.47
120.7,180.0,0.004,2.5,359.0,0.54
81.7,180.0,0.004,0.39,2.8,0.27
111.3,500.0,0.002,0.57,54.9,0.47
134.6,190.0,0.007,0.36,3.9,0.28
123.5,350.0,0.006,0.41,6.1,0.45
113.2,380.0,0.01,0.43,2.5,0.23
117.0,220.0,0.012,0.44,5.9,0.44
118.7,150.0,0.004,0.63,5.2,0.43
145.0,260.0,0.006,0.47,3.3,0.29
137.6,305.0,0.001,0.7,4.2,0.34
113.0,300.0,0.015,0.7,31.7,0.47
145.9,390.0,0.01,0.47,56.9,0.47
137.7,650.0,0.006,0.48,6.8,0.46
101.0,190.0,0.005,0.85,7.8,0.47
131.3,300.0,0.014,0.87,4.4,0.36
159.2,155.0,0.005,0.5,5.6,0.44
101.0,220.0,0.034,0.77,16.0,0.47
105.0,215.0,0.06,0.47,23.4,0.47
102.0,210.0,0.019,0.38,6.7,0.46
115.7,250.0,0.008,0.99,159.0,0.49
123.4,295.0,0.047,0.38,5.8,0.44
120.5,175.0,0.011,0.46,5.0,0.38
109.0,170.0,0.02,0.4,7.8,0.46
114.1,275.0,0.052,0.44,8.1,0.46
105.0,360.0,0.02,3.75,71.3,1.29
106.5,220.0,0.022,0.51,7.2,0.47
105.2,280.0,0.042,0.34,3.6,0.29
127.5,330.0,0.019,0.56,6.2,0.46
122.5,560.0,0.039,0.45,18.5,0.47
104.0,170.0,0.022,0.3,2.0,0.18
97.0,310.0,0.031,0.39,3.8,0.28
128.9,120.0,0.031,0.64,4.9,0.39
118.0,160.0,0.022,0.49,11.9,0.45
134.0,250.0,0.025,1.49,10.2,0.51
110.4,550.0,0.021,0.69,40.4,0.47
96.7,680.0,0.048,0.31,10.6,0.46
104.1,200.0,0.029,0.87,20.9,0.47
104.6,660.0,0.031,0.84,6.8,0.47
111.0,285.0,0.041,0.43,1.7,0.21
146.2,325.0,0.145,0.5,8.1,0.46
141.0,180.0,0.041,0.34,3.1,0.28
115.0,230.0,0.038,0.46,5.7,0.43
120.4,295.0,0.066,0.41,5.7,0.43
94.5,230.0,0.029,0.39,36.4,0.47
111.0,125.0,0.044,0.4,2.9,0.28
120.1,155.0,0.062,0.76,26.6,0.47
109.7,190.0,0.008,0.98,8.6,0.5
127.5,240.0,0.019,0.48,3.2,0.29
103.6,380.0,0.003,0.21,20.0,0.47
129.0,160.0,0.01,0.48,11.4,0.45
106.4,390.0,0.002,0.69,35.8,0.47
109.0,130.0,0.002,0.43,3.6,0.29
136.6,150.0,0.004,0.46,6.6,0.46
157.0,330.0,0.005,0.68,2.1,0.29
116.0,30.0,0.007,0.55,7.8,0.47
114.7,270.0,0.003,0.49,8.1,0.46
115.2,250.0,0.009,0.76,3.0,0.32
105.0,220.0,0.022,0.52,5.8,0.45
94.4,650.0,0.004,0.53,65.7,0.47
133.2,140.0,0.002,0.51,3.6,0.31
155.4,265.0,0.018,0.18,2.6,0.17
105.0,110.0,0.054,0.41,3.7,0.28
111.5,170.0,0.047,0.85,35.6,0.47
99.0,470.0,0.049,0.64,4.1,0.33
135.9,320.0,0.028,0.85,39.1,0.47
108.0,420.0,0.036,0.37,3.6,0.29
143.2,150.0,0.016,1.2,12.0,0.48
107.9,220.0,0.044,0.33,2.7,0.26
95.7,800.0,0.12,0.83,258.0,0.47
110.6,270.0,0.007,0.31,4.6,0.3
