"Oxygen, Dissolved (% Saturation)","Depth, Sample (Field)",Nitrite,"Nitrogen, Total Kjeldahl (TKN)","Solids, Suspended (TSS)",Phosphorus
136.8,230.0,0.019,0.8,14.7,0.47
111.7,255.0,0.652,0.21,2.4,0.16
130.8,230.0,0.0009,0.34,1.4,0.19
95.0,265.0,0.017,0.59,19.1,0.47
114.0,170.0,0.05,0.35,2.0,0.21
121.6,275.0,0.034,0.34,12.0,0.45
121.4,155.0,0.005,0.74,37.2,0.47
116.3,130.0,0.098,1.88,143.0,0.51
98.5,160.0,0.006,0.33,2.5,0.22
115.0,150.0,0.001,1.06,16.7,0.49
130.6,460.0,0.004,0.34,2.8,0.27
83.4,125.0,0.003,0.95,11.7,0.47
118.7,120.0,0.006,0.88,46.4,0.47
120.2,280.0,0.019,0.26,9.9,0.47
98.0,140.0,0.008,0.39,6.8,0.46
122.0,250.0,0.008,0.45,4.5,0.31
135.4,900.0,0.011,0.84,2.6,0.33
196.0,160.0,0.003,0.62,3.4,0.33
112.7,305.0,0.01,0.3,4.6,0.3
147.9,190.0,0.094,0.73,178.0,0.47
112.0,250.0,0.027,0.84,7.5,0.47
139.5,240.0,0.0009,0.5,3.4,0.3
133.0,350.0,0.08,0.29,4.8,0.3
112.2,370.0,0.162,0.57,34.8,0.47
107.0,150.0,0.007,0.37,49.7,0.47
121.0,390.0,0.033,0.62,9.2,0.48
-99.0,245.0,0.007,0.86,17.2,0.51
98.8,320.0,0.005,0.26,46.4,0.47
124.0,160.0,0.027,0.27,2.0,0.17
122.0,160.0,0.013,0.45,8.9,0.48
118.7,230.0,0.007,0.48,1.9,0.21
106.0,270.0,0.019,0.93,133.0,0.49
106.4,160.0,0.039,0.49,3.5,0.29
109.0,340.0,0.02,0.54,5.5,0.44
122.0,175.0,0.017,0.4,13.7,0.47
134.0,200.0,0.061,0.44,8.2,0.46
91.0,555.0,0.048,0.54,4.3,0.34
115.0,160.0,0.041,0.82,19.8,0.47
102.0,245.0,0.002,0.8,11.6,0.45
104.3,405.0,0.001,0.29,5.9,0.44
104.0,380.0,0.07,0.25,2.7,0.22
150.9,290.0,0.005,0.41,22.1,0.47
125.5,240.0,0.019,0.679,2.0,0.29
-99.0,310.0,0.007,0.71,3.2,0.31
138.2,140.0,0.171,0.07,2.5,0.13
104.1,150.0,0.052,0.8,15.8,0.47
95.0,110.0,1.65,0.49,6.7,0.66
118.3,310.0,0.051,0.48,8.2,0.46
102.0,130.0,0.078,0.39,12.6,0.47
123.3,1100.0,0.069,4.67,2310.0,1.29
125.0,115.0,0.035,0.5,23.7,0.47
112.6,305.0,0.023,0.56,21.9,0.47
134.0,170.0,0.044,1.13,7.9,0.49
114.4,385.0,0.005,0.65,1.0,0.27
112.5,145.0,0.008,0.46,5.0,0.38
116.0,420.0,0.093,0.51,6.4,0.46
153.3,165.0,0.079,0.49,4.1,0.3
97.1,280.0,0.03,0.44,14.4,0.47
137.0,320.0,0.006,0.54,3.2,0.33
81.0,270.0,0.008,1.4,93.2,0.5
171.0,380.0,0.055,0.55,11.7,0.45
87.0,100.0,0.06,0.59,26.5,0.47
119.6,400.0,0.009,0.62,4.8,0.35
103.0,190.0,0.052,0.45,5.6,0.43
171.5,300.0,0.847,1.08,9.2,0.62
107.7,580.0,0.145,0.53,11.6,0.45
119.0,165.0,0.175,0.4,1.9,0.21
94.0,380.0,0.246,25.0,803.0,1.31
146.6,455.0,0.006,0.34,3.9,0.28
72.0,180.0,0.012,0.69,54.8,0.47
117.3,270.0,0.112,0.42,3.9,0.28
142.7,310.0,0.007,1.44,9.5,0.51
145.8,790.0,0.006,0.82,7.8,0.47
107.0,180.0,0.049,0.44,3.8,0.28
120.2,230.0,0.077,0.83,20.5,0.47
142.9,260.0,0.109,0.51,3.2,0.31
103.0,330.0,0.058,0.83,8.8,0.48
101.6,220.0,0.05,0.95,30.4,0.49
129.7,205.0,0.12,0.55,4.4,0.34
134.0,150.0,0.1,0.38,5.2,0.41
131.0,355.0,0.084,0.4,3.6,0.29
142.5,355.0,0.021,0.64,63.7,0.47
103.0,155.0,0.036,0.3,2.4,0.2
146.1,310.0,0.04,0.46,4.6,0.31
92.0,360.0,0.006,0.22,29.7,0.47
131.5,80.0,0.032,0.52,5.3,0.43
154.1,225.0,0.006,0.42,6.8,0.46
80.8,160.0,0.004,0.64,15.9,0.47
116.0,360.0,0.024,0.76,4.8,0.35
125.6,260.0,0.047,0.24,9.2,0.47
86.8,150.0,0.007,0.59,6.7,0.46
120.1,220.0,0.076,0.62,25.2,0.47
121.1,110.0,0.043,1.58,11.0,0.48
114.7,140.0,0.13,0.46,12.0,0.45
113.0,300.0,0.089,0.8,17.5,0.47
106.8,330.0,0.244,0.5,10.7,0.47
97.0,110.0,0.02,0.44,9.2,0.47
106.0,360.0,0.007,0.55,4.3,0.34
118.0,210.0,0.094,3.6,17.1,1.25
101.0,230.0,0.007,0.55,22.4,0.47
121.0,490.0,0.011,0.27,2.7,0.23
87.6,130.0,0.021,0.47,4.7,0.32
128.6,130.0,0.005,0.64,23.4,0.47
109.0,510.0,0.003,17.8,97.1,1.31
200.0,185.0,0.009,0.3,2.0,0.18
101.9,200.0,0.153,0.38,5.9,0.44
105.0,210.0,0.07,0.34,5.8,0.44
95.5,370.0,0.035,1.55,227.0,0.51
113.0,130.0,0.006,0.44,5.4,0.43
143.0,240.0,0.011,0.73,12.7,0.47
107.0,200.0,0.005,0.5,2.3,0.23
145.7,210.0,0.005,1.13,10.9,0.49
108.2,275.0,0.011,0.44,5.9,0.44
101.8,260.0,0.006,0.24,40.7,0.47
130.9,160.0,0.032,0.41,4.9,0.37
130.8,220.0,0.005,0.89,10.0,0.49
113.0,320.0,0.011,0.67,27.0,0.47
189.0,350.0,0.113,0.67,13.0,0.47
108.4,700.0,0.018,0.37,5.7,0.43
120.4,190.0,0.009,0.52,19.8,0.47
146.3,155.0,0.011,0.56,4.3,0.34
123.4,180.0,0.012,0.58,10.0,0.48
119.0,115.0,0.136,0.32,2.9,0.26
133.5,200.0,0.012,0.18,11.0,0.44
108.0,240.0,0.014,0.51,3.9,0.3
118.7,410.0,0.068,0.34,3.0,0.28
117.1,240.0,0.035,0.54,123.0,0.47
113.4,210.0,0.088,0.37,5.3,0.42
128.4,330.0,0.032,0.38,3.5,0.29
103.0,180.0,0.032,0.45,3.4,0.29
130.5,310.0,0.006,0.82,80.9,0.47
92.5,120.0,0.008,1.22,54.0,0.5
112.6,350.0,0.036,0.68,88.9,0.47
148.0,130.0,0.0009,0.38,4.4,0.31
120.8,120.0,0.057,0.96,20.4,0.49
121.4,320.0,0.0319,0.76,7.8,0.47
114.2,225.0,0.016,0.88,21.6,0.47
152.0,285.0,0.055,0.41,3.3,0.29
111.0,460.0,0.012,0.6,10.6,0.47
118.0,280.0,0.061,1.59,25.1,0.5
114.5,410.0,0.067,0.83,18.8,0.47
139.2,340.0,0.004,0.5,7.2,0.47
109.0,250.0,0.003,0.74,28.1,0.47
106.9,810.0,0.005,0.6,18.1,0.47
101.0,350.0,0.003,0.18,10.9,0.46
75.0,220.0,0.025,0.85,17.4,0.47
108.0,330.0,0.005,12.49,14.1,1.29
114.6,510.0,0.012,1.36,198.0,0.5
106.0,310.0,0.008,0.33,10.2,0.47
188.4,260.0,0.055,1.07,5.1,0.43
98.0,210.0,0.018,0.43,12.7,0.47
137.0,310.0,0.099,0.63,2.6,0.31
110.7,200.0,0.018,0.65,62.7,0.47
116.0,240.0,0.012,0.57,11.1,0.45
168.2,220.0,0.011,0.24,8.1,0.46
114.1,180.0,0.013,0.77,31.4,0.47
145.71,150.0,0.0009,1.4,10.8,0.5
101.4,240.0,0.006,0.72,40.7,0.47
119.0,100.0,0.009,0.39,3.6,0.29
105.9,320.0,0.017,0.44,62.6,0.47
147.0,255.0,0.041,0.52,2.2,0.26
131.7,460.0,0.027,0.26,4.0,0.25
152.4,275.0,0.013,0.37,1.8,0.21
123.0,165.0,0.018,0.41,3.1,0.28
121.5,220.0,0.008,1.05,57.0,0.49
109.3,310.0,0.005,0.43,0.9,0.16
147.2,450.0,0.019,0.55,10.0,0.48
143.7,140.0,0.007,0.4,4.1,0.29
54.0,320.0,0.032,0.38,5.3,0.42
115.5,180.0,0.012,0.58,4.4,0.34
79.0,135.0,0.006,0.32,2.2,0.19
114.4,285.0,0.005,0.23,8.6,0.47
118.1,385.0,0.006,0.54,10.1,0.48
114.3,260.0,0.003,0.61,9.1,0.48
108.9,270.0,0.009,0.8,8.4,0.47
126.1,150.0,0.008,0.81,7.2,0.47
134.6,680.0,0.049,0.41,1.8,0.21
145.6,130.0,0.01,0.43,1.8,0.21
118.0,210.0,0.009,0.63,6.4,0.46
137.4,50.0,0.055,0.68,26.2,0.47
117.0,480.0,0.008,0.79,5.7,0.44
124.0,160.0,0.014,0.97,15.3,0.49
113.0,140.0,0.017,0.56,35.3,0.47
154.5,150.0,0.005,0.78,10.8,0.47
134.9,400.0,0.032,0.71,5.5,0.44
105.8,435.0,0.022,2.6,392.0,0.59
106.7,160.0,0.014,0.49,14.1,0.47
103.6,190.0,0.017,0.27,4.9,0.37
126.3,180.0,0.005,0.82,22.2,0.47
142.0,300.0,0.055,0.45,5.1,0.38
99.8,300.0,0.028,0.44,4.0,0.28
90.0,125.0,0.044,0.44,6.9,0.46
79.8,120.0,0.035,0.25,3.2,0.26
125.5,365.0,0.025,0.59,25.3,0.47
89.5,370.0,0.053,1.41,16.0,0.5
121.4,300.0,0.055,0.35,5.4,0.43
124.5,110.0,0.023,0.31,57.0,0.47
118.8,220.0,0.014,0.5,39.7,0.47
117.3,360.0,0.014,0.55,7.6,0.47
110.0,120.0,0.048,0.83,44.3,0.47
110.0,340.0,0.053,0.67,8.3,0.47
104.5,190.0,0.018,0.67,2.3,0.29
104.2,120.0,0.034,0.55,6.0,0.45
152.0,200.0,0.03,0.63,2.9,0.32
121.8,305.0,0.011,0.43,4.8,0.32
109.0,160.0,0.008,0.41,11.0,0.44
140.0,330.0,0.005,0.61,4.8,0.35
100.0,145.0,0.061,0.52,1.4,0.24
160.7,190.0,0.05,0.84,2.2,0.31
116.0,200.0,0.034,0.43,3.4,0.29
188.4,145.0,0.05,0.95,11.3,0.47
107.5,330.0,0.039,0.42,7.2,0.46
132.7,250.0,0.027,0.37,9.8,0.47
130.8,220.0,0.035,0.28,2.2,0.18
155.0,210.0,0.022,0.82,10.2,0.48
90.4,145.0,0.022,0.43,55.7,0.47
86.0,170.0,0.013,5.14,330.0,1.29
115.1,150.0,0.009,0.67,7.7,0.47
103.0,100.0,0.024,0.31,4.7,0.3
121.3,220.0,0.022,0.59,12.0,0.45
109.5,170.0,0.02,0.4,3.5,0.29
151.4,390.0,0.063,0.56,15.2,0.47
90.3,280.0,0.006,0.58,11.4,0.45
111.3,230.0,0.008,0.39,3.6,0.29
109.0,200.0,0.043,0.79,4.6,0.35
105.7,255.0,0.047,0.46,1.7,0.21
118.5,140.0,0.024,0.35,4.4,0.31
229.3,250.0,0.012,0.5,20.7,0.47
116.8,60.0,0.08,0.84,84.0,0.47
122.7,220.0,0.007,0.38,1.8,0.21
151.7,350.0,0.013,0.34,1.7,0.2
129.4,590.0,0.014,0.71,31.3,0.47
115.0,150.0,0.028,1.57,18.4,0.5
132.1,285.0,0.033,0.49,2.5,0.23
97.6,575.0,0.016,1.02,195.0,0.49
118.0,320.0,0.006,0.62,65.2,0.47
114.3,255.0,0.004,0.43,4.7,0.32
113.2,240.0,0.017,0.38,4.9,0.37
145.9,160.0,0.003,0.65,11.1,0.45
141.0,225.0,0.004,0.49,8.2,0.46
137.5,370.0,0.008,0.66,6.3,0.46
139.4,275.0,0.038,0.99,2.0,0.34
108.2,200.0,0.01,0.55,2.2,0.28
92.5,135.0,0.037,0.44,22.6,0.47
117.1,240.0,0.058,0.32,30.9,0.47
124.2,250.0,0.04,1.01,32.9,0.49
128.0,180.0,0.002,0.62,41.1,0.47
130.2,160.0,0.005,0.34,6.2,0.45
123.0,200.0,0.009,0.63,58.3,0.47
103.9,190.0,0.001,0.79,54.7,0.47
111.0,240.0,0.0009,0.53,3.0,0.32
104.1,235.0,0.002,0.59,6.1,0.46
139.0,140.0,0.009,0.92,2.4,0.33
121.4,290.0,0.006,0.19,1.8,0.14
101.1,195.0,0.001,0.58,29.3,0.47
117.8,245.0,0.002,0.67,8.9,0.48
112.0,195.0,0.019,0.58,15.4,0.47
122.3,490.0,0.0009,0.58,3.1,0.33
172.6,195.0,0.0009,0.44,4.3,0.3
111.0,190.0,0.004,0.47,3.8,0.29
96.5,210.0,0.015,0.47,5.5,0.43
98.0,240.0,0.003,0.4,6.7,0.46
108.0,195.0,0.055,1.35,7.2,0.5
108.0,260.0,0.005,0.4,7.1,0.46
113.0,310.0,0.007,1.85,519.0,0.51
124.6,460.0,0.011,0.85,102.0,0.47
133.9,150.0,0.016,0.43,2.0,0.21
110.0,190.0,0.002,0.17,8.1,0.46
99.6,235.0,0.004,1.02,15.5,0.49
125.0,290.0,0.007,0.5,20.0,0.47
96.8,500.0,0.027,1.67,206.0,0.51
102.0,190.0,0.005,0.29,7.1,0.46
126.0,350.0,0.047,0.7,3.9,0.32
80.0,240.0,0.028,1.07,29.6,0.49
112.1,300.0,0.025,0.77,31.8,0.47
174.0,130.0,0.01,0.55,4.1,0.33
96.5,260.0,0.005,0.47,21.2,0.47
112.8,310.0,0.01,0.43,3.8,0.28
205.6,240.0,0.013,0.48,9.0,0.48
121.5,400.0,0.002,0.4,8.6,0.47
108.0,190.0,0.005,0.42,2.7,0.27
131.5,350.0,0.009,0.57,5.8,0.45
169.2,250.0,0.012,0.5,3.3,0.3
113.0,150.0,0.023,0.43,2.7,0.27
99.0,200.0,0.008,0.56,6.2,0.46
120.5,260.0,0.007,0.38,6.4,0.45
151.4,240.0,0.018,1.01,2.5,0.34
130.6,700.0,0.005,1.02,83.7,0.49
122.0,155.0,0.027,0.72,5.1,0.4
103.0,190.0,0.011,0.44,1.9,0.21
115.0,250.0,0.02,0.47,10.4,0.47
136.6,310.0,0.04,0.61,1.7,0.29
105.0,150.0,0.075,0.35,2.8,0.27
134.0,235.0,0.005,0.54,5.3,0.43
96.0,120.0,0.033,0.43,4.9,0.37
109.2,245.0,0.009,0.44,19.7,0.47
102.0,120.0,0.028,0.85,10.8,0.47
117.2,505.0,0.023,0.57,141.0,0.47
102.4,290.0,0.014,0.36,1.8,0.21
113.0,280.0,0.007,0.42,5.5,0.43
104.0,220.0,0.022,0.38,12.0,0.45
108.0,220.0,0.015,5.4,61.9,1.29
131.5,210.0,0.014,0.42,5.1,0.38
195.1,175.0,0.008,0.54,5.8,0.45
112.4,190.0,0.05,0.43,10.3,0.47
94.0,215.0,0.028,0.67,5.9,0.45
124.0,410.0,0.019,0.22,9.2,0.47
106.9,180.0,0.019,0.87,26.5,0.47
114.9,220.0,0.085,0.45,3.8,0.28
127.8,155.0,0.019,0.29,1.4,0.16
97.6,80.0,0.163,0.48,185.0,0.47
131.3,85.0,0.01,0.62,3.9,0.32
112.5,290.0,0.025,0.92,11.6,0.47
125.2,130.0,0.033,0.44,5.6,0.43
140.3,220.0,0.053,0.27,5.8,0.44
110.0,150.0,0.017,0.29,1.7,0.17
110.2,150.0,0.004,0.48,1.3,0.19
111.3,330.0,0.007,1.06,263.0,0.49
105.0,250.0,0.005,3.75,17.6,1.29
101.1,250.0,0.004,0.75,26.1,0.47
169.2,180.0,0.008,0.25,4.4,0.29
108.3,255.0,0.003,0.36,5.0,0.37
100.7,290.0,0.019,0.55,3.2,0.33
107.1,155.0,0.006,0.46,13.3,0.47
114.15,210.0,0.008,0.39,1.9,0.21
89.7,300.0,0.002,0.99,35.1,0.49
122.0,230.0,0.194,0.757,16.5,0.47
102.0,160.0,0.065,0.77,9.1,0.48
98.3,233.0,0.006,0.54,4.7,0.35
86.0,180.0,0.018,0.55,6.7,0.46
117.0,150.0,0.009,0.41,5.1,0.38
118.6,410.0,0.02,0.6,116.0,0.47
130.4,325.0,0.014,0.98,29.9,0.49
143.5,210.0,0.01,0.36,0.5,0.21
98.0,190.0,0.14,0.41,1.6,0.2
135.6,475.0,0.021,0.51,13.1,0.47
119.1,125.0,0.008,0.9,51.0,0.49
101.2,300.0,0.014,0.36,6.4,0.45
110.5,210.0,0.003,0.36,5.1,0.38
116.2,190.0,0.022,0.41,13.8,0.47
124.0,225.0,0.006,0.34,2.2,0.21
120.4,195.0,0.001,0.4,1.3,0.19
120.1,600.0,0.069,1.8,464.0,0.51
134.0,330.0,0.012,0.75,10.8,0.47
111.0,270.0,0.004,1.49,34.1,0.5
100.1,180.0,0.001,0.44,7.8,0.46
113.0,510.0,0.003,0.59,9.5,0.48
111.9,90.0,0.008,1.5,11.9,0.48
112.4,375.0,0.004,0.6,27.8,0.47
130.9,660.0,0.008,1.24,364.0,0.5
144.0,270.0,0.004,0.39,6.4,0.45
154.1,200.0,0.006,0.59,23.2,0.47
115.9,155.0,0.021,0.56,5.8,0.45
94.5,200.0,0.003,0.74,4.0,0.33
101.6,170.0,0.009,0.43,2.5,0.23
97.0,180.0,0.002,1.14,13.5,0.5
124.4,330.0,0.013,0.41,12.1,0.45
113.3,320.0,0.001,0.42,6.9,0.46
131.4,425.0,0.007,0.56,9.1,0.48
121.4,650.0,0.015,0.73,3.6,0.33
50.2,335.0,0.014,0.47,30.6,0.47
119.0,265.0,0.131,0.48,6.6,0.46
124.2,210.0,0.02,0.37,3.8,0.28
105.5,220.0,0.121,0.49,2.5,0.23
123.3,255.0,0.004,0.97,3.9,0.37
125.4,260.0,0.003,0.43,2.9,0.28
102.0,240.0,0.005,1.19,118.0,0.5
93.0,140.0,0.008,0.65,51.7,0.47
165.0,295.0,0.004,0.58,3.4,0.33
141.6,140.0,0.003,0.37,3.5,0.29
119.4,320.0,0.004,0.76,71.2,0.47
141.3,280.0,0.009,0.95,4.0,0.36
153.8,400.0,0.027,0.57,6.7,0.46
198.0,310.0,0.007,1.13,6.7,0.49
124.1,200.0,0.004,0.4,7.6,0.46
118.7,170.0,0.011,0.41,7.7,0.46
106.0,380.0,0.039,0.42,1.4,0.19
107.4,280.0,0.014,0.72,29.2,0.47
130.0,260.0,0.042,0.51,22.9,0.47
117.4,190.0,0.01,0.36,2.6,0.25
103.8,210.0,0.008,0.54,3.2,0.33
114.4,200.0,0.007,0.56,155.0,0.47
119.7,215.0,0.003,0.46,8.4,0.46
116.0,285.0,0.01,0.82,323.0,0.47
122.7,480.0,0.011,0.53,2.5,0.28
90.6,300.0,0.007,1.31,137.0,0.5
103.1,225.0,0.008,0.51,47.8,0.47
117.0,250.0,0.01,0.47,12.8,0.47
120.2,270.0,0.004,0.49,2.3,0.22
83.4,215.0,0.003,0.53,6.4,0.46
111.2,380.0,0.005,0.65,12.3,0.45
130.3,105.0,0.01,0.26,2.5,0.18
150.5,210.0,0.008,0.4,4.4,0.31
126.0,120.0,0.018,0.89,36.9,0.49
145.0,260.0,0.009,0.62,2.1,0.29
122.7,270.0,0.019,1.0,73.4,0.49
137.8,125.0,0.056,0.54,3.9,0.32
116.5,180.0,0.013,0.46,3.6,0.29
120.5,290.0,0.01,0.64,8.7,0.48
133.2,260.0,0.083,0.37,3.4,0.29
116.0,140.0,0.049,0.3,3.7,0.27
100.9,240.0,0.043,0.55,18.0,0.47
96.5,255.0,0.037,3.3,6.7,1.04
121.5,375.0,0.024,0.6,5.0,0.39
129.1,230.0,0.054,0.79,65.1,0.47
185.2,145.0,0.005,0.51,2.9,0.3
111.0,460.0,0.026,0.82,69.6,0.47
108.2,340.0,0.007,0.19,1.6,0.14
120.1,355.0,0.005,0.41,23.9,0.47
165.8,230.0,0.016,0.75,20.4,0.47
117.0,220.0,0.016,0.46,9.0,0.48
102.0,190.0,0.015,0.86,33.2,0.47
109.0,220.0,0.009,1.38,16.5,0.5
103.0,140.0,0.006,1.22,38.6,0.5
102.4,275.0,0.017,0.3,2.8,0.25
124.5,190.0,0.006,0.29,6.5,0.45
133.8,380.0,0.006,0.64,19.9,0.47
137.0,320.0,0.015,0.54,5.9,0.45
106.1,350.0,0.019,0.47,14.1,0.47
116.0,235.0,0.006,0.41,16.7,0.47
111.7,400.0,0.001,0.43,3.5,0.29
126.3,140.0,0.025,0.26,4.3,0.28
103.7,275.0,0.007,0.29,8.5,0.47
101.0,130.0,0.036,0.47,2.0,0.21
116.0,200.0,0.005,1.225,34.5,0.5
111.4,160.0,0.007,0.93,83.1,0.49
134.8,205.0,0.044,0.41,2.7,0.26
109.8,220.0,0.009,0.45,2.7,0.27
103.0,220.0,0.098,0.44,4.3,0.3
160.4,290.0,0.014,0.71,5.0,0.39
83.0,265.0,0.009,0.84,9.0,0.48
123.1,335.0,0.106,0.36,4.2,0.3
106.1,190.0,0.008,0.46,12.7,0.47
89.8,320.0,0.061,1.0,86.1,0.49
127.5,310.0,0.009,0.43,15.9,0.47
104.4,240.0,0.006,0.41,15.1,0.47
100.0,220.0,0.02,0.52,5.8,0.45
92.0,330.0,0.007,1.53,81.6,0.5
125.3,210.0,0.009,0.4,4.2,0.3
112.0,160.0,0.008,0.29,23.0,0.47
152.0,190.0,0.006,1.01,8.2,0.49
107.0,160.0,0.009,0.925,7.3,0.48
149.8,270.0,0.019,0.36,2.4,0.22
121.7,310.0,0.008,1.1,96.8,0.49
96.0,100.0,0.038,0.38,9.0,0.47
146.4,340.0,0.003,0.38,3.7,0.28
124.0,220.0,0.029,0.39,5.8,0.44
106.7,152.0,0.013,0.67,4.1,0.33
105.4,600.0,0.004,0.55,10.9,0.47
164.4,200.0,0.108,0.35,0.6,0.21
131.0,510.0,0.072,0.48,17.6,0.47
120.2,260.0,0.033,0.36,28.2,0.47
140.3,220.0,0.094,0.54,6.3,0.46
107.0,255.0,0.105,0.47,10.1,0.48
104.0,420.0,0.002,0.29,3.4,0.26
121.1,405.0,0.01,2.2,421.0,0.52
115.7,175.0,0.005,0.81,16.4,0.47
107.0,180.0,0.006,0.8,21.5,0.47
119.3,220.0,0.004,0.41,9.8,0.47
112.8,220.0,0.011,0.47,3.6,0.29
92.0,180.0,0.01,0.63,18.4,0.47
121.0,320.0,0.01,0.53,23.2,0.47
141.8,230.0,0.017,0.23,7.2,0.46
116.3,300.0,0.007,0.38,7.9,0.46
115.0,240.0,0.036,0.51,10.0,0.48
109.0,330.0,0.016,0.87,86.7,0.47
134.6,265.0,0.008,0.77,34.4,0.47
123.1,265.0,0.033,0.78,3.1,0.33
104.4,505.0,0.041,0.57,14.7,0.47
109.0,190.0,0.016,0.57,8.8,0.48
135.0,255.0,0.033,0.57,2.1,0.29
105.0,180.0,0.042,0.5,15.6,0.47
145.0,330.0,0.013,0.34,5.1,0.38
148.6,215.0,0.016,0.39,2.7,0.26
130.8,765.0,0.012,0.37,27.4,0.47
143.2,185.0,0.006,0.86,20.2,0.47
107.0,110.0,0.005,0.33,2.6,0.24
122.5,385.0,0.011,2.25,250.0,0.52
132.6,120.0,0.022,3.09,3.2,0.44
88.0,380.0,0.003,0.73,13.7,0.47
96.4,175.0,0.026,0.44,0.9,0.16
137.2,200.0,0.008,0.36,4.0,0.28
107.7,210.0,0.012,0.41,2.5,0.22
136.4,300.0,0.021,0.9,22.1,0.49
116.5,300.0,0.002,1.14,27.4,0.5
112.7,395.0,0.004,0.6,8.9,0.48
105.0,200.0,0.004,0.51,7.6,0.47
120.0,110.0,0.07,0.72,4.7,0.35
146.6,155.0,0.013,0.28,8.1,0.46
80.2,195.0,0.017,0.77,15.1,0.47
116.3,100.0,0.013,0.53,15.0,0.47
174.4,225.0,0.03,0.63,2.2,0.29
97.4,160.0,0.013,0.35,0.9,0.15
-99.0,345.0,0.004,0.89,32.6,0.52
149.4,230.0,0.015,0.38,3.1,0.29
122.2,190.0,0.027,0.35,12.2,0.45
99.1,305.0,0.078,0.23,1.2,0.11
133.6,185.0,0.021,0.24,5.1,0.38
117.6,320.0,0.007,0.37,3.6,0.29
103.0,150.0,0.029,0.54,9.3,0.48
129.9,175.0,0.012,0.34,3.0,0.28
126.0,240.0,0.008,1.17,10.9,0.49
106.7,160.0,0.024,0.4,2.9,0.28
101.0,180.0,0.02,0.63,17.9,0.47
74.3,320.0,0.001,0.38,6.4,0.45
106.3,240.0,0.006,0.51,3.5,0.31
89.0,110.0,0.061,0.69,15.0,0.47
117.0,210.0,0.026,0.48,8.2,0.46
109.0,150.0,0.01,0.58,8.8,0.48
108.0,180.0,0.008,0.41,10.5,0.47
105.0,200.0,0.021,1.21,36.3,0.5
112.0,170.0,0.014,0.38,1.3,0.19
148.5,265.0,0.059,0.8,7.2,0.47
111.9,345.0,0.003,0.34,5.9,0.44
124.0,210.0,0.015,0.39,12.2,0.45
103.4,290.0,0.023,0.74,17.7,0.47
113.4,190.0,0.012,0.3,13.8,0.47
148.0,190.0,0.006,0.15,5.3,0.42
104.1,240.0,0.008,0.23,5.0,0.37
112.5,145.0,0.049,0.73,9.1,0.48
145.1,210.0,0.031,0.92,15.3,0.49
111.5,280.0,0.03,0.96,5.3,0.46
136.4,230.0,0.041,0.76,24.4,0.47
135.6,160.0,0.059,0.45,6.6,0.46
163.0,600.0,0.026,0.48,8.9,0.48
110.5,550.0,0.04,1.12,20.1,0.49
76.0,475.0,0.007,0.78,82.9,0.47
152.0,200.0,0.009,0.53,6.2,0.46
110.7,320.0,0.016,0.49,4.8,0.32
109.3,505.0,0.01,0.63,8.6,0.48
144.7,345.0,0.008,0.44,11.9,0.45
110.7,230.0,0.103,0.81,12.4,0.45
119.9,205.0,0.008,0.24,2.2,0.16
117.0,140.0,0.003,0.79,29.1,0.47
98.3,270.0,0.001,1.48,7.3,0.5
113.7,420.0,0.016,0.33,8.1,0.46
113.0,335.0,0.007,0.34,2.4,0.22
92.0,180.0,0.008,0.54,11.3,0.45
47.0,300.0,0.009,0.36,4.9,0.37
111.0,340.0,0.007,0.7,15.9,0.47
110.2,190.0,0.054,0.28,8.5,0.47
94.4,360.0,0.013,0.43,4.0,0.28
88.5,405.0,0.117,0.4,11.1,0.45
131.6,400.0,0.007,0.52,2.4,0.27
198.4,290.0,0.01,0.44,4.2,0.3
101.0,160.0,0.013,0.4,3.5,0.29
105.0,490.0,0.014,1.2,29.1,0.5
136.9,160.0,0.013,0.56,3.6,0.33
105.5,350.0,0.005,0.64,4.6,0.34
91.5,145.0,0.014,0.5,5.8,0.45
188.1,245.0,0.008,0.89,6.5,0.47
104.0,340.0,0.011,0.46,13.9,0.47
90.0,440.0,0.011,1.12,62.7,0.49
165.0,340.0,0.009,0.28,4.3,0.28
126.4,205.0,0.005,0.61,19.4,0.47
144.0,275.0,0.015,0.83,17.6,0.47
124.0,465.0,0.006,0.45,6.3,0.45
115.4,195.0,0.003,0.28,1.0,0.11
114.1,430.0,0.006,0.71,146.0,0.47
118.8,140.0,0.015,0.68,10.0,0.48
113.0,370.0,0.004,0.94,92.6,0.49
145.5,510.0,0.008,0.94,95.4,0.49
123.0,260.0,0.017,0.57,6.1,0.46
124.8,270.0,0.025,0.21,7.2,0.46
154.6,100.0,0.01,0.42,20.7,0.47
114.0,240.0,0.009,1.13,9.0,0.51
111.1,480.0,0.002,0.94,106.0,0.49
97.4,160.0,0.01,0.47,4.8,0.32
135.3,250.0,0.005,1.28,8.0,0.5
123.5,100.0,0.007,1.08,7.7,0.49
115.5,155.0,0.007,0.79,33.8,0.47
120.1,125.0,0.005,0.58,6.6,0.46
127.2,370.0,0.003,1.73,521.0,0.51
108.5,65.0,0.003,0.38,1.4,0.19
94.5,230.0,0.008,0.57,5.4,0.44
117.5,160.0,0.003,0.32,5.0,0.37
84.6,270.0,0.015,3.5,12.3,1.22
104.9,410.0,0.006,0.94,94.7,0.49
124.7,380.0,0.002,0.55,24.4,0.47
